DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,X_CENTROID,Y_CENTROID,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,cotton,corn,year,farmv_na,area,cotton_pc,ccratio
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,283.68583078437376,NA,NA
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,283.68583078437376,NA,NA
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,283.68583078437376,NA,NA
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,283.68583078437376,NA,NA
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,283.68583078437376,NA,NA
1900,Calhoun,170,0130,21,130,CALHOUN,21,130,0,170,0130,519,456261.46869615,199850.85672325,G1700130,1700130,734742928.707,179491.545113,Illinois,8917,0,4421679,74708,70270,144978,30.498965360261558,0,0,757150,1900,124.45870201043702,283.68583078437376,0,0
1900,Martin,270,0910,33,910,MARTIN,33,910,0,270,0910,1571,116342.6741114,692071.81187525,G2700910,2700910,1889518058.21,175051.684828,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,729.5470009744563,NA,NA
1900,Martin,270,0910,33,910,MARTIN,33,910,0,270,0910,1571,116342.6741114,692071.81187525,G2700910,2700910,1889518058.21,175051.684828,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,729.5470009744563,NA,NA
1900,Martin,270,0910,33,910,MARTIN,33,910,0,270,0910,1571,116342.6741114,692071.81187525,G2700910,2700910,1889518058.21,175051.684828,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,729.5470009744563,NA,NA
1900,Martin,270,0910,33,910,MARTIN,33,910,0,270,0910,1571,116342.6741114,692071.81187525,G2700910,2700910,1889518058.21,175051.684828,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,729.5470009744563,NA,NA
1900,Martin,270,0910,33,910,MARTIN,33,910,0,270,0910,1571,116342.6741114,692071.81187525,G2700910,2700910,1889518058.21,175051.684828,Minnesota,16936,0,16250759,383459,37333,420792,38.61945806954505,0,0,1685860,1900,157.59641571135757,729.5470009744563,0,0
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,474.08315559410045,NA,NA
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,474.08315559410045,NA,NA
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,474.08315559410045,NA,NA
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,474.08315559410045,NA,NA
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,474.08315559410045,NA,NA
1900,Hanover,510,0850,40,850,HANOVER,40,850,0,510,0850,1714,1605020.55474564,185950.35696954,G5100850,5100850,1227869736.14,252070.588877,Virginia,17618,0,3301513,130450,132547,262997,12.553424563778295,0,0,507860,1900,51.22740750509133,474.08315559410045,0,0
1900,Graham,200,0650,32,650,GRAHAM,32,650,0,200,0650,372,-331500.18904339,214072.56344175,G2000650,2000650,2327543152.43,193074.569406,Kansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,898.6694353704967,NA,NA
1900,Graham,200,0650,32,650,GRAHAM,32,650,0,200,0650,372,-331500.18904339,214072.56344175,G2000650,2000650,2327543152.43,193074.569406,Kansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,898.6694353704967,NA,NA
1900,Graham,200,0650,32,650,GRAHAM,32,650,0,200,0650,372,-331500.18904339,214072.56344175,G2000650,2000650,2327543152.43,193074.569406,Kansas,5173,0,3262037,141567,264565,406132,8.03196251465041,0,0,720300,1900,32.77644396659962,898.6694353704967,0,0
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,482.8251613518025,NA,NA
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,482.8251613518025,NA,NA
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,482.8251613518025,NA,NA
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,482.8251613518025,NA,NA
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,482.8251613518025,NA,NA
1900,Effingham,130,1030,44,1030,EFFINGHAM,44,1030,0,130,1030,1245,1366793.39473032,-468448.00637687,G1301030,1301030,1250511427.11,201509.36507,Georgia,8334,0,670954,28260,165246,193506,3.4673550174154806,0,285500,127670,1900,14.149414571262234,482.8251613518025,34.25725941924646,2.236234040886661
1900,Pacific,530,0490,73,490,PACIFIC,73,490,0,530,0490,1812,-2100931.96120592,1320170.59658589,G5300490,5300490,2423549393.33,549069.409729,Washington,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,935.7376522203417,NA,NA
1900,Pacific,530,0490,73,490,PACIFIC,73,490,0,530,0490,1812,-2100931.96120592,1320170.59658589,G5300490,5300490,2423549393.33,549069.409729,Washington,5983,0,1013645,8123,43813,51936,19.517194239063464,0,0,70,1900,79.64482182219791,935.7376522203417,0,0
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,358.13900746092617,NA,NA
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,358.13900746092617,NA,NA
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,358.13900746092617,NA,NA
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,358.13900746092617,NA,NA
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,358.13900746092617,NA,NA
1900,St Charles,220,0890,45,890,ST CHARLES,45,890,0,220,0890,184,543760.58228431,-834198.55634146,G2200890,2200890,927575771.051,138843.883162,Louisiana,9072,0,1623632,31973,22157,54130,29.995048956216515,0,0,175740,1900,122.40234433310646,358.13900746092617,0,0
1900,Wadena,270,1590,33,1590,WADENA,33,1590,0,270,1590,2453,79246.39954597,1015435.47230055,G2701590,2701590,1406330384.89,165537.021546,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,542.9871973002996,NA,NA
1900,Wadena,270,1590,33,1590,WADENA,33,1590,0,270,1590,2453,79246.39954597,1015435.47230055,G2701590,2701590,1406330384.89,165537.021546,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,542.9871973002996,NA,NA
1900,Wadena,270,1590,33,1590,WADENA,33,1590,0,270,1590,2453,79246.39954597,1015435.47230055,G2701590,2701590,1406330384.89,165537.021546,Minnesota,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,542.9871973002996,NA,NA
1900,Wadena,270,1590,33,1590,WADENA,33,1590,0,270,1590,2453,79246.39954597,1015435.47230055,G2701590,2701590,1406330384.89,165537.021546,Minnesota,7921,0,2034921,61284,80091,141375,14.3937824933687,0,0,150780,1900,58.73745109004109,542.9871973002996,0,0
1900,Millard,490,0270,67,270,MILLARD,67,270,0,490,0270,2457,-1458193.08844076,307752.38080544,G4900270,4900270,17632335982.2,559057.412084,Utah,5678,0,2534144,39153,68856,108009,23.46234110120453,0,0,9030,1900,95.74398623327598,6807.882983756246,0,0
1900,Garland,050,0510,42,510,GARLAND,42,510,0,050,0510,119,260754.81536941,-323841.4298858,G0500510,0500510,1779847398.73,201578.822095,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,687.2029226149614,NA,NA
1900,Garland,050,0510,42,510,GARLAND,42,510,0,050,0510,119,260754.81536941,-323841.4298858,G0500510,0500510,1779847398.73,201578.822095,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,687.2029226149614,NA,NA
1900,Garland,050,0510,42,510,GARLAND,42,510,0,050,0510,119,260754.81536941,-323841.4298858,G0500510,0500510,1779847398.73,201578.822095,Arkansas,18773,0,1263547,40923,114039,154962,8.153915153392445,0,293500,213060,1900,33.27410239354277,687.2029226149614,15.634155435998508,1.377546231108608
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,574.5684429377554,NA,NA
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,574.5684429377554,NA,NA
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,574.5684429377554,NA,NA
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,574.5684429377554,NA,NA
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,574.5684429377554,NA,NA
1900,Clinton,260,0370,23,370,CLINTON,23,370,0,260,0370,91,922840.59418066,665015.8788187,G2600370,2600370,1488125435.59,154289.165118,Michigan,25136,0,16886491,277631,78696,356327,47.3904335063018,0,0,1310030,1900,193.38858784997365,574.5684429377554,0,0
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,859.4946153517284,NA,NA
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,859.4946153517284,NA,NA
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,859.4946153517284,NA,NA
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,859.4946153517284,NA,NA
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,859.4946153517284,NA,NA
1900,Van Zandt,480,4670,49,4670,VAN ZANDT,49,4670,0,480,4670,1558,15275.42541389,-552160.75279289,G4804670,4804670,2226080834.37,239801.995337,Texas,25481,0,4782076,194514,182086,376600,12.698024429102496,0,12112000,1126120,1900,51.8174836383815,859.4946153517284,475.3345630077313,10.755514509998934
1900,Sheridan,310,1610,35,1610,SHERIDAN,35,1610,0,310,1610,2136,-523033.44769809,578083.8081158,G3101610,3101610,6397191592.48,349794.750493,Nebraska,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,2469.9694827865446,NA,NA
1900,Sheridan,310,1610,35,1610,SHERIDAN,35,1610,0,310,1610,2136,-523033.44769809,578083.8081158,G3101610,3101610,6397191592.48,349794.750493,Nebraska,6033,0,5152910,136021,581221,717242,7.184339455860086,0,0,141660,1900,29.317504804400603,2469.9694827865446,0,0
1900,Cross,050,0370,42,370,CROSS,42,370,0,050,0370,113,471232.45368649,-233922.30279054,G0500370,0500370,1611850213.04,165757.98561,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,622.3388465825815,NA,NA
1900,Cross,050,0370,42,370,CROSS,42,370,0,050,0370,113,471232.45368649,-233922.30279054,G0500370,0500370,1611850213.04,165757.98561,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,622.3388465825815,NA,NA
1900,Cross,050,0370,42,370,CROSS,42,370,0,050,0370,113,471232.45368649,-233922.30279054,G0500370,0500370,1611850213.04,165757.98561,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,622.3388465825815,NA,NA
1900,Cross,050,0370,42,370,CROSS,42,370,0,050,0370,113,471232.45368649,-233922.30279054,G0500370,0500370,1611850213.04,165757.98561,Arkansas,11051,0,1309207,49584,63539,113123,11.573305163406204,0,3118000,389455,1900,47.227783683605985,622.3388465825815,282.14641208940367,8.00605975016369
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,708.8588272978596,NA,NA
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,708.8588272978596,NA,NA
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,708.8588272978596,NA,NA
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,708.8588272978596,NA,NA
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,708.8588272978596,NA,NA
1900,Camden,290,0290,34,290,CAMDEN,34,290,0,290,0290,2603,281158.02965909,63857.58956035,G2900290,2900290,1835935934.37,237879.912916,Missouri,13113,0,2600132,82857,201435,284292,9.145990741913245,0,500,741540,1900,37.3225164490706,708.8588272978596,0.03813009990086174,6.742724600156432e-4
1900,Carbon,300,0090,64,90,CARBON,64,90,0,300,0090,2691,-1024517.03353437,939011.87509313,G3000090,3000090,6421761966.94,428722.179226,Montana,7533,0,3598742,77165,74823,151988,23.677803510803486,0,0,9640,1900,96.62323480823476,2479.456157402977,0,0
1900,Clark,290,0450,34,450,CLARK,34,450,0,290,0450,2610,358456.86011689,334194.65198821,G2900450,2900450,1325809202.27,161278.523279,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,511.8977948782939,NA,NA
1900,Clark,290,0450,34,450,CLARK,34,450,0,290,0450,2610,358456.86011689,334194.65198821,G2900450,2900450,1325809202.27,161278.523279,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,511.8977948782939,NA,NA
1900,Clark,290,0450,34,450,CLARK,34,450,0,290,0450,2610,358456.86011689,334194.65198821,G2900450,2900450,1325809202.27,161278.523279,Missouri,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,511.8977948782939,NA,NA
