GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOB001,AOS001,AOS002,AOD001,AOD002,AOD003
"G1302290","1880","Georgia","130","Pierce","2290","Pierce","44","2290",4538,12118,213420,232785,13649,145559
"G1302310","1880","Georgia","130","Pike","2310","Pike","44","2310",15849,97145,83988,1762529,73178,272198
"G1302330","1880","Georgia","130","Polk","2330","Polk","44","2330",11952,54701,66615,1110475,32949,167601
"G1302350","1880","Georgia","130","Pulaski","2350","Pulaski","44","2350",14058,84816,116567,955574,38802,240210
"G1302370","1880","Georgia","130","Putnam","2370","Putnam","44","2370",14539,81423,104464,1071492,55156,240404
"G1302390","1880","Georgia","130","Quitman","2390","Quitman","44","2390",4392,27814,39727,265168,16916,80424
"G1302410","1880","Georgia","130","Rabun","2410","Rabun","44","2410",4634,19451,168908,225490,11738,94988
"G1302430","1880","Georgia","130","Randolph","2430","Randolph","44","2430",13341,92654,123475,787165,34120,213357
"G1302450","1880","Georgia","130","Richmond","2450","Richmond","44","2450",34665,40071,86689,1267155,52304,179702
"G1302470","1880","Georgia","130","Rockdale","2470","Rockdale","44","2470",6838,34336,31389,531975,35015,101167
"G1302490","1880","Georgia","130","Schley","2490","Schley","44","2490",5302,41139,53163,431863,21578,105271
"G1302510","1880","Georgia","130","Screven","2510","Screven","44","2510",12786,84006,260652,1394303,53796,260489
"G1302550","1880","Georgia","130","Spalding","2550","Spalding","44","2550",12585,56779,49076,1011151,42232,164481
"G1302590","1880","Georgia","130","Stewart","2590","Stewart","44","2590",13998,110224,135346,916936,52510,240986
"G1302610","1880","Georgia","130","Sumter","2610","Sumter","44","2610",18239,105680,122220,1143317,60677,281168
"G1302630","1880","Georgia","130","Talbot","2630","Talbot","44","2630",14115,86145,121045,1089220,61388,249887
"G1302650","1880","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",7034,49570,58695,548942,27887,100403
"G1302670","1880","Georgia","130","Tattnall","2670","Tattnall","44","2670",6988,26830,442921,464023,29416,292875
"G1302690","1880","Georgia","130","Taylor","2690","Taylor","44","2690",8597,52271,106330,429930,23291,112250
"G1302710","1880","Georgia","130","Telfair","2710","Telfair","44","2710",4828,22779,103080,198595,5874,116377
"G1302730","1880","Georgia","130","Terrell","2730","Terrell","44","2730",10451,59743,81805,513315,33158,152649
"G1302750","1880","Georgia","130","Thomas","2750","Thomas","44","2750",20597,94797,221046,1287052,71437,336910
"G1302810","1880","Georgia","130","Towns","2810","Towns","44","2810",3261,16064,56920,190754,9707,55315
"G1302850","1880","Georgia","130","Troup","2850","Troup","44","2850",20565,138684,127030,1790872,68794,350441
"G1302890","1880","Georgia","130","Twiggs","2890","Twiggs","44","2890",8918,68914,109978,664955,26895,173561
"G1302910","1880","Georgia","130","Union","2910","Union","44","2910",6431,32238,127594,311611,14668,104316
"G1302930","1880","Georgia","130","Upson","2930","Upson","44","2930",12400,75925,107300,856653,47585,210430
"G1302950","1880","Georgia","130","Walker","2950","Walker","44","2950",11056,74077,148602,1306549,59761,263537
"G1302970","1880","Georgia","130","Walton","2970","Walton","44","2970",15622,88410,125085,1581907,69950,269330
"G1302990","1880","Georgia","130","Ware","2990","Ware","44","2990",4159,10807,137604,167779,8980,133680
"G1303010","1880","Georgia","130","Warren","3010","Warren","44","3010",10885,59862,79772,1121619,30712,168320
"G1303030","1880","Georgia","130","Washington","3030","Washington","44","3030",21964,159734,175497,1940851,94934,412198
"G1303050","1880","Georgia","130","Wayne","3050","Wayne","44","3050",5980,9979,270080,219168,9043,185346
"G1303070","1880","Georgia","130","Webster","3070","Webster","44","3070",5237,44435,75211,502752,31592,108418
"G1303110","1880","Georgia","130","White","3110","White","44","3110",5341,20592,90022,395430,17345,82868
"G1303130","1880","Georgia","130","Whitfield","3130","Whitfield","44","3130",11900,49164,103457,1058102,46004,179386
"G1303150","1880","Georgia","130","Wilcox","3150","Wilcox","44","3150",3109,18897,188730,230473,18260,148758
"G1303170","1880","Georgia","130","Wilkes","3170","Wilkes","44","3170",15985,97159,155623,1278174,62400,245305
"G1303190","1880","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",12061,109696,153039,928537,42704,240625
"G1303210","1880","Georgia","130","Worth","3210","Worth","44","3210",5892,40641,137591,434166,30130,185049
"G1650015","1880","Idaho Territory","165","Ada","0015","Ada","63","10",4674,62842,18011,800475,84545,522264
"G1650035","1880","Idaho Territory","165","Alturas","0035","Alturas","63","35",1693,919,525,28950,3225,11870
"G1650055","1880","Idaho Territory","165","Bear Lake","0055","Bear Lake","63","70",3235,11604,190,138050,23380,81731
"G1650075","1880","Idaho Territory","165","Boise","0075","Boise","63","150",3214,4444,5617,116050,12710,71079
"G1650095","1880","Idaho Territory","165","Cassia","0095","Cassia","63","310",1312,7336,12912,110900,15963,106319
"G1650115","1880","Idaho Territory","165","Idaho","0115","Idaho","63","490",2031,22830,8084,254225,30370,170838
"G1650135","1880","Idaho Territory","165","Kootenai","0135","Kootenai","63","550",518,1100,2640,14290,2877,7117
"G1650155","1880","Idaho Territory","165","Lemhi","0155","Lemhi","63","590",2230,17750,3400,135850,18460,164460
"G1650175","1880","Idaho Territory","165","Nez Perce","0175","Nez Perce","63","690",3965,18992,17385,546460,70240,260067
"G1650195","1880","Idaho Territory","165","Oneida","0195","Oneida","63","710",6964,30148,37642,359890,63785,349588
"G1650215","1880","Idaho Territory","165","Owyhee","0215","Owyhee","63","730",1426,4897,10333,117000,12865,237405
"G1650235","1880","Idaho Territory","165","Shoshone","0235","Shoshone","63","790",469,699,160,12100,830,6250
"G1650255","1880","Idaho Territory","165","Washington","0255","Washington","63","870",879,13846,13492,198650,24680,257812
"G1700010","1880","Illinois","170","Adams","0010","Adams","21","10",59135,375280,98769,17595476,516581,1702362
"G1700030","1880","Illinois","170","Alexander","0030","Alexander","21","30",14808,28611,30904,968535,60360,135588
"G1700050","1880","Illinois","170","Bond","0050","Bond","21","50",14866,188909,34023,5122247,273462,778424
"G1700070","1880","Illinois","170","Boone","0070","Boone","21","70",11508,148127,26155,6217875,215919,866085
"G1700090","1880","Illinois","170","Brown","0090","Brown","21","90",13041,115072,53707,3786906,144120,589580
"G1700110","1880","Illinois","170","Bureau","0110","Bureau","21","110",33172,483595,52972,24343724,662086,3170334
"G1700130","1880","Illinois","170","Calhoun","0130","Calhoun","21","130",7467,55827,83927,2235970,89028,244928
"G1700150","1880","Illinois","170","Carroll","0150","Carroll","21","150",16976,230858,40606,9843178,317205,1329723
"G1700170","1880","Illinois","170","Cass","0170","Cass","21","170",14493,150363,69020,6817105,206236,791713
"G1700190","1880","Illinois","170","Champaign","0190","Champaign","21","190",40863,566475,56138,18264722,511516,2423157
"G1700210","1880","Illinois","170","Christian","0210","Christian","21","210",28227,389154,35513,12510062,437707,1940352
"G1700230","1880","Illinois","170","Clark","0230","Clark","21","230",21894,199299,90866,5830679,259138,780635
"G1700250","1880","Illinois","170","Clay","0250","Clay","21","250",16192,194637,59309,3495421,154506,607990
"G1700270","1880","Illinois","170","Clinton","0270","Clinton","21","270",18714,218312,47203,6837775,325532,792893
"G1700290","1880","Illinois","170","Coles","0290","Coles","21","290",27042,283687,37592,9106444,290442,1511038
"G1700310","1880","Illinois","170","Cook","0310","Cook","21","310",607524,505588,36190,29891244,722633,1930932
"G1700330","1880","Illinois","170","Crawford","0330","Crawford","21","330",16197,166351,70272,4761561,221937,664367
"G1700350","1880","Illinois","170","Cumberland","0350","Cumberland","21","350",13759,162401,41468,3360311,139766,566930
"G1700370","1880","Illinois","170","DeKalb","0370","De Kalb","21","370",26768,382281,17113,16044736,488138,2232875
"G1700390","1880","Illinois","170","De Witt","0390","De Witt","21","390",17010,229080,32044,8038809,220128,1165877
"G1700410","1880","Illinois","170","Douglas","0410","Douglas","21","410",15853,222501,17950,7306037,196149,983377
"G1700430","1880","Illinois","170","Dupage","0430","Du Page","21","430",19161,186287,15778,11876542,312730,1187363
"G1700450","1880","Illinois","170","Edgar","0450","Edgar","21","450",25499,344043,43307,13799040,408458,2180200
"G1700470","1880","Illinois","170","Edwards","0470","Edwards","21","470",8597,82893,39419,2219201,103746,327947
"G1700490","1880","Illinois","170","Effingham","0490","Effingham","21","490",18920,190691,68134,4456296,234009,672732
"G1700510","1880","Illinois","170","Fayette","0510","Fayette","21","510",23241,258815,104414,5874840,308852,999825
"G1700530","1880","Illinois","170","Ford","0530","Ford","21","530",15099,267978,28808,7737467,267828,1092766
"G1700550","1880","Illinois","170","Franklin","0550","Franklin","21","550",16129,133691,73743,2662764,165655,562281
"G1700570","1880","Illinois","170","Fulton","0570","Fulton","21","570",41240,354662,145428,16481782,496030,2304756
"G1700590","1880","Illinois","170","Gallatin","0590","Gallatin","21","590",12861,72264,45192,1844646,101824,315786
"G1700610","1880","Illinois","170","Greene","0610","Greene","21","610",23010,237366,74765,10419614,321853,1287111
"G1700630","1880","Illinois","170","Grundy","0630","Grundy","21","630",16732,235856,13917,8772876,293192,1096011
"G1700650","1880","Illinois","170","Hamilton","0650","Hamilton","21","650",16712,135077,71380,2353055,160075,555129
"G1700670","1880","Illinois","170","Hancock","0670","Hancock","21","670",35337,377532,84044,15607218,437214,1911253
"G1700690","1880","Illinois","170","Hardin","0690","Hardin","21","690",6024,33921,28385,535790,27727,124790
"G1700710","1880","Illinois","170","Henderson","0710","Henderson","21","710",10722,180659,39261,6727386,188821,1088288
"G1700730","1880","Illinois","170","Henry","0730","Henry","21","730",36597,473320,28599,21073766,642120,2902007
"G1700750","1880","Illinois","170","Iroquois","0750","Iroquois","21","750",35451,571198,56322,16644298,595240,2499058
"G1700770","1880","Illinois","170","Jackson","0770","Jackson","21","770",22505,153561,89226,4040247,262328,627833
"G1700790","1880","Illinois","170","Jasper","0790","Jasper","21","790",14515,174011,77494,3370942,177100,568297
"G1700810","1880","Illinois","170","Jefferson","0810","Jefferson","21","810",20686,178643,91537,4019991,235721,797722
"G1700830","1880","Illinois","170","Jersey","0830","Jersey","21","830",15542,152432,60732,6482737,247489,612641
"G1700850","1880","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",27528,233535,112259,9870104,326975,1453807
"G1700870","1880","Illinois","170","Johnson","0870","Johnson","21","870",13078,90676,81856,1567461,83617,392117
"G1700890","1880","Illinois","170","Kane","0890","Kane","21","890",44939,298845,44876,15887798,424656,2117315
"G1700910","1880","Illinois","170","Kankakee","0910","Kankakee","21","910",25047,376147,13770,10346322,362021,1591545
"G1700930","1880","Illinois","170","Kendall","0930","Kendall","21","930",13083,188212,11712,10050176,320448,1170284
"G1700950","1880","Illinois","170","Knox","0950","Knox","21","950",38344,398769,50488,16828024,482144,2443448
"G1700970","1880","Illinois","170","Lake","0970","Lake","21","970",21296,211592,51942,11480632,374555,1367901
"G1700990","1880","Illinois","170","La Salle","0990","La Salle","21","990",70403,626504,54621,30893424,819803,3560340
"G1701010","1880","Illinois","170","Lawrence","1010","Lawrence","21","1010",13663,143692,56830,4448623,229935,538132
"G1701030","1880","Illinois","170","Lee","1030","Lee","21","1030",27491,421564,31376,17368068,589793,2088643
"G1701050","1880","Illinois","170","Livingston","1050","Livingston","21","1050",38450,619749,32174,19262892,677122,2732481
"G1701070","1880","Illinois","170","Logan","1070","Logan","21","1070",25037,350496,30456,13765632,394534,1827100
"G1701090","1880","Illinois","170","McDonough","1090","Mcdonough","21","1090",27970,296762,52140,11698588,333810,1727918
"G1701110","1880","Illinois","170","McHenry","1110","Mchenry","21","1110",24908,328117,56202,13245970,479022,2093818
"G1701130","1880","Illinois","170","McLean","1130","Mclean","21","1130",60100,669944,61320,25595532,738286,3611485
"G1701150","1880","Illinois","170","Macon","1150","Macon","21","1150",30665,333225,26835,12981160,358493,1569747
"G1701170","1880","Illinois","170","Macoupin","1170","Macoupin","21","1170",37692,426235,95039,15492674,571671,2052470
"G1701190","1880","Illinois","170","Madison","1190","Madison","21","1190",50126,360807,55749,17969448,673595,1434823
"G1701210","1880","Illinois","170","Marion","1210","Marion","21","1210",23686,227053,76498,5429904,215206,833319
"G1701230","1880","Illinois","170","Marshall","1230","Marshall","21","1230",15055,212214,33768,9288844,264972,1051577
"G1701250","1880","Illinois","170","Mason","1250","Mason","21","1250",16242,228435,40239,7873666,275732,792304
"G1701270","1880","Illinois","170","Massac","1270","Massac","21","1270",10443,48421,43603,1296135,264450,218014
"G1701290","1880","Illinois","170","Menard","1290","Menard","21","1290",13024,161749,29534,6317809,162420,795000
"G1701310","1880","Illinois","170","Mercer","1310","Mercer","21","1310",19502,299241,43424,12122512,341544,1971934
"G1701330","1880","Illinois","170","Monroe","1330","Monroe","21","1330",13682,109199,62561,4874636,206326,482550
"G1701350","1880","Illinois","170","Montgomery","1350","Montgomery","21","1350",28078,358601,54250,10563696,415212,1496115
"G1701370","1880","Illinois","170","Morgan","1370","Morgan","21","1370",31514,294748,62001,14836618,363915,2204006
"G1701390","1880","Illinois","170","Moultrie","1390","Moultrie","21","1390",13699,183509,23737,4988031,189329,863603
"G1701410","1880","Illinois","170","Ogle","1410","Ogle","21","1410",29937,404840,51037,19332130,585396,2410479
"G1701430","1880","Illinois","170","Peoria","1430","Peoria","21","1430",55355,267624,65391,13386850,389996,1439049
"G1701450","1880","Illinois","170","Perry","1450","Perry","21","1450",16007,122818,63122,3841390,227827,489168
"G1701470","1880","Illinois","170","Piatt","1470","Piatt","21","1470",15583,237616,14824,7570102,228839,1045652
"G1701490","1880","Illinois","170","Pike","1490","Pike","21","1490",33751,327773,119830,14551712,484409,1598496
"G1701510","1880","Illinois","170","Pope","1510","Pope","21","1510",13256,105089,87278,1590840,104231,402497
"G1701530","1880","Illinois","170","Pulaski","1530","Pulaski","21","1530",9507,38566,33788,1102815,45661,157070
"G1701550","1880","Illinois","170","Putnam","1550","Putnam","21","1550",5554,63519,24331,3939570,103457,497257
"G1701570","1880","Illinois","170","Randolph","1570","Randolph","21","1570",25690,191763,120201,7880808,416856,865606
"G1701590","1880","Illinois","170","Richland","1590","Richland","21","1590",15545,160164,51882,4150702,186545,532117
"G1701610","1880","Illinois","170","Rock Island","1610","Rock Island","21","1610",38302,209678,48935,9073478,298068,1288133
"G1701630","1880","Illinois","170","St Clair","1630","St Clair","21","1630",61806,298404,70090,19518076,619078,1316945
"G1701650","1880","Illinois","170","Saline","1650","Saline","21","1650",15940,97289,60403,1949390,110208,453266
"G1701670","1880","Illinois","170","Sangamon","1670","Sangamon","21","1670",52894,486120,39847,21609244,490983,3042319
"G1701690","1880","Illinois","170","Schuyler","1690","Schuyler","21","1690",16249,157028,96118,5686577,169359,822314
"G1701710","1880","Illinois","170","Scott","1710","Scott","21","1710",10741,108847,30388,5432802,130523,531136
"G1701730","1880","Illinois","170","Shelby","1730","Shelby","21","1730",30270,386523,71855,10268224,414978,1681715
"G1701750","1880","Illinois","170","Stark","1750","Stark","21","1750",11207,165545,11981,8714218,217112,1069061
"G1701770","1880","Illinois","170","Stephenson","1770","Stephenson","21","1770",31963,308290,40028,15258020,536658,1747621
"G1701790","1880","Illinois","170","Tazewell","1790","Tazewell","21","1790",29666,306103,58662,14442388,452351,1587859
"G1701810","1880","Illinois","170","Union","1810","Union","21","1810",18102,95468,72259,2852477,154523,373183
"G1701830","1880","Illinois","170","Vermilion","1830","Vermilion","21","1830",41588,494658,52664,15702104,504707,2628586
"G1701850","1880","Illinois","170","Wabash","1850","Wabash","21","1850",9945,77759,43127,2504263,107197,276473
"G1701870","1880","Illinois","170","Warren","1870","Warren","21","1870",22933,298972,27443,12563820,301483,2147180
"G1701890","1880","Illinois","170","Washington","1890","Washington","21","1890",21112,221647,72554,8184234,437809,849421
"G1701910","1880","Illinois","170","Wayne","1910","Wayne","21","1910",21291,187533,98573,4400902,228909,868869
"G1701930","1880","Illinois","170","White","1930","White","21","1930",23087,159494,82946,4902569,286167,706182
"G1701950","1880","Illinois","170","Whiteside","1950","Whiteside","21","1950",30885,367589,28267,14911566,467574,2149293
"G1701970","1880","Illinois","170","Will","1970","Will","21","1970",53422,482093,45092,20693358,723973,2412253
"G1701990","1880","Illinois","170","Williamson","1990","Williamson","21","1990",19324,128476,90866,2444368,130500,527367
"G1702010","1880","Illinois","170","Winnebago","2010","Winnebago","21","2010",30505,280970,40658,13565108,393069,1588629
"G1702030","1880","Illinois","170","Woodford","2030","Woodford","21","2030",21620,287547,43165,11846804,411318,1527814
"G1800010","1880","Indiana","180","Adams","0010","Adams","22","10",15385,109426,83570,5155726,203471,586441
"G1800030","1880","Indiana","180","Allen","0030","Allen","22","30",54763,219634,134219,14581842,476755,1260616
"G1800050","1880","Indiana","180","Bartholomew","0050","Bartholomew","22","50",22777,162009,78737,8829368,262132,756425
"G1800070","1880","Indiana","180","Benton","0070","Benton","22","70",11108,194509,16309,5820350,169116,897991
"G1800090","1880","Indiana","180","Blackford","0090","Blackford","22","90",8020,50461,36190,2191890,66353,319468
"G1800110","1880","Indiana","180","Boone","0110","Boone","22","110",25922,170964,85249,7979299,256530,1149655
"G1800130","1880","Indiana","180","Brown","0130","Brown","22","130",10264,82101,80598,1530681,80404,297827
"G1800150","1880","Indiana","180","Carroll","0150","Carroll","22","150",18345,142483,78649,7854253,325749,872765
"G1800170","1880","Indiana","180","Cass","0170","Cass","22","170",27611,150073,86393,8517768,268234,834733
"G1800190","1880","Indiana","180","Clark","0190","Clark","22","190",28610,145679,70331,5209086,142250,488041
"G1800210","1880","Indiana","180","Clay","0210","Clay","22","210",25854,147930,63177,5402769,170595,569195
"G1800230","1880","Indiana","180","Clinton","0230","Clinton","22","230",23472,167471,77756,8859848,329958,1085856
"G1800250","1880","Indiana","180","Crawford","0250","Crawford","22","250",12356,75645,89375,1452902,59190,248683
"G1800270","1880","Indiana","180","Daviess","0270","Daviess","22","270",21552,176232,79491,5091290,241161,736199
"G1800290","1880","Indiana","180","Dearborn","0290","Dearborn","22","290",26671,131745,57952,6521242,216879,571993
"G1800310","1880","Indiana","180","Decatur","0310","Decatur","22","310",19779,159428,63922,8393742,175082,887097
"G1800330","1880","Indiana","180","DeKalb","0330","De Kalb","22","330",20225,138100,79061,9230116,291405,863270
"G1800350","1880","Indiana","180","Delaware","0350","Delaware","22","350",22926,161887,76643,9158222,253692,1033182
"G1800370","1880","Indiana","180","Dubois","0370","Dubois","22","370",15992,126590,119157,2902123,123006,352988
"G1800390","1880","Indiana","180","Elkhart","0390","Elkhart","22","390",33454,197700,74508,14134326,408794,1161619
"G1800410","1880","Indiana","180","Fayette","0410","Fayette","22","410",11394,97747,32732,6298777,155846,617447
"G1800430","1880","Indiana","180","Floyd","0430","Floyd","22","430",24590,48383,31142,2412558,74048,174645
"G1800450","1880","Indiana","180","Fountain","0450","Fountain","22","450",20228,173553,71344,8786104,314993,1003883
"G1800470","1880","Indiana","180","Franklin","0470","Franklin","22","470",20092,157688,83254,7269300,240111,714832
"G1800490","1880","Indiana","180","Fulton","0490","Fulton","22","490",14301,129123,60737,5761336,198881,585855
"G1800510","1880","Indiana","180","Gibson","0510","Gibson","22","510",22742,163836,72165,5797296,264673,607228
"G1800530","1880","Indiana","180","Grant","0530","Grant","22","530",23618,167685,86513,8849278,283989,979182
"G1800550","1880","Indiana","180","Greene","0550","Greene","22","550",22996,214389,90969,5019729,184948,897047
"G1800570","1880","Indiana","180","Hamilton","0570","Hamilton","22","570",24801,166818,78950,9728444,372849,1142627
"G1800590","1880","Indiana","180","Hancock","0590","Hancock","22","590",17123,122539,56973,6632750,232297,693967
"G1800610","1880","Indiana","180","Harrison","0610","Harrison","22","610",21326,169552,118692,4346411,176447,492976
"G1800630","1880","Indiana","180","Hendricks","0630","Hendricks","22","630",22981,183951,66218,9665894,236824,1260634
"G1800650","1880","Indiana","180","Henry","0650","Henry","22","650",24016,173251,68149,11031484,330742,1178839
"G1800670","1880","Indiana","180","Howard","0670","Howard","22","670",19584,111595,56511,6397541,236148,685645
"G1800690","1880","Indiana","180","Huntington","0690","Huntington","22","690",21805,144006,85489,9372790,295464,813150
"G1800710","1880","Indiana","180","Jackson","0710","Jackson","22","710",23050,155379,124782,4815994,186137,583173
"G1800730","1880","Indiana","180","Jasper","0730","Jasper","22","730",9464,162575,47118,3708235,140355,757066
"G1800750","1880","Indiana","180","Jay","0750","Jay","22","750",19282,131242,89204,6196172,233780,764926
"G1800770","1880","Indiana","180","Jefferson","0770","Jefferson","22","770",25977,159882,72146,4938616,152991,562729
"G1800790","1880","Indiana","180","Jennings","0790","Jennings","22","790",16453,155329,81798,3585431,149810,489859
"G1800810","1880","Indiana","180","Johnson","0810","Johnson","22","810",19537,143981,51870,9068832,227394,924264
"G1800830","1880","Indiana","180","Knox","0830","Knox","22","830",26324,187785,72412,5607573,258862,779010
"G1800850","1880","Indiana","180","Kosciusko","0850","Kosciusko","22","850",26494,188447,105390,12283780,320765,1115149
"G1800870","1880","Indiana","180","Lagrange","0870","Lagrange","22","870",15630,151645,69233,10794842,318753,917485
"G1800890","1880","Indiana","180","Lake","0890","Lake","22","890",15091,185708,47296,6991627,230640,870276
"G1800910","1880","Indiana","180","LaPorte","0910","Laporte","22","910",30985,223999,66546,11065504,278641,990735
"G1800930","1880","Indiana","180","Lawrence","0930","Lawrence","22","930",18543,182050,95618,4184430,136183,783695
"G1800950","1880","Indiana","180","Madison","0950","Madison","22","950",27527,173220,87162,9706442,348292,1097337
"G1800970","1880","Indiana","180","Marion","0970","Marion","22","970",102782,169943,63051,17232076,417000,1158188
"G1800990","1880","Indiana","180","Marshall","0990","Marshall","22","990",23414,150919,104561,9014724,288962,860423
"G1801010","1880","Indiana","180","Martin","1010","Martin","22","1010",13475,120170,86395,2329021,104637,408243
"G1801030","1880","Indiana","180","Miami","1030","Miami","22","1030",24083,146374,75221,9097020,285176,879512
"G1801050","1880","Indiana","180","Monroe","1050","Monroe","22","1050",15875,142791,96157,3915628,114509,584163
"G1801070","1880","Indiana","180","Montgomery","1070","Montgomery","22","1070",27316,221890,74825,11790594,344762,1381950
"G1801090","1880","Indiana","180","Morgan","1090","Morgan","22","1090",18900,164682,83711,6923932,155840,816268
"G1801110","1880","Indiana","180","Newton","1110","Newton","22","1110",8167,181974,26232,3488372,129549,632726
"G1801130","1880","Indiana","180","Noble","1130","Noble","22","1130",22956,161677,81246,10798608,335647,1050574
"G1801150","1880","Indiana","180","Ohio","1150","Ohio","22","1150",5563,39246,13510,2001359,38464,129361
"G1801170","1880","Indiana","180","Orange","1170","Orange","22","1170",14363,148311,99904,3018724,114603,537149
"G1801190","1880","Indiana","180","Owen","1190","Owen","22","1190",15901,181256,62323,4525844,143945,734711
"G1801210","1880","Indiana","180","Parke","1210","Parke","22","1210",19460,186531,82035,8205157,237562,993633
"G1801230","1880","Indiana","180","Perry","1230","Perry","22","1230",16997,85749,107918,1800903,81966,260938
"G1801250","1880","Indiana","180","Pike","1250","Pike","22","1250",16383,135825,53837,3011398,144449,493343
"G1801270","1880","Indiana","180","Porter","1270","Porter","22","1270",17227,175080,55022,6609802,170951,840410
"G1801290","1880","Indiana","180","Posey","1290","Posey","22","1290",20857,149702,51622,6877843,291575,645437
"G1801310","1880","Indiana","180","Pulaski","1310","Pulaski","22","1310",9851,86397,69919,2910552,121679,530319
"G1801330","1880","Indiana","180","Putnam","1330","Putnam","22","1330",22501,250446,61222,9955552,228181,1645782
"G1801350","1880","Indiana","180","Randolph","1350","Randolph","22","1350",26435,190507,94409,10976394,419136,1230854
"G1801370","1880","Indiana","180","Ripley","1370","Ripley","22","1370",21627,184866,100237,6030185,247451,737823
"G1801390","1880","Indiana","180","Rush","1390","Rush","22","1390",19238,192418,61248,12091986,336192,1333621
"G1801410","1880","Indiana","180","St Joseph","1410","St Joseph","22","1410",33178,169283,77327,11962530,286541,912895
"G1801430","1880","Indiana","180","Scott","1430","Scott","22","1430",8343,73512,36415,1762216,69173,228849
"G1801450","1880","Indiana","180","Shelby","1450","Shelby","22","1450",25257,179036,66574,10597612,396557,1037112
"G1801470","1880","Indiana","180","Spencer","1470","Spencer","22","1470",22122,140423,67199,3212929,154260,437945
"G1801490","1880","Indiana","180","Starke","1490","Starke","22","1490",5105,34298,34038,985205,43739,201807
"G1801510","1880","Indiana","180","Steuben","1510","Steuben","22","1510",14645,126875,54285,6989368,228111,741236
"G1801530","1880","Indiana","180","Sullivan","1530","Sullivan","22","1530",20336,195093,69428,6282281,278745,837374
"G1801550","1880","Indiana","180","Switzerland","1550","Switzerland","22","1550",13336,109747,29628,4139580,124698,357542
"G1801570","1880","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",35966,256167,51846,10947828,327133,1208922
"G1801590","1880","Indiana","180","Tipton","1590","Tipton","22","1590",14407,87013,58641,4361838,169759,613756
"G1801610","1880","Indiana","180","Union","1610","Union","22","1610",7673,73881,26441,4816580,109905,435343
"G1801630","1880","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",42193,89178,30899,5806326,174793,386402
"G1801650","1880","Indiana","180","Vermillion","1650","Vermillion","22","1650",12025,126049,36466,4440396,166594,555916
"G1801670","1880","Indiana","180","Vigo","1670","Vigo","22","1670",45658,176092,54690,8868814,261335,781257
"G1801690","1880","Indiana","180","Wabash","1690","Wabash","22","1690",25241,166471,80635,10107862,324639,1036987
"G1801710","1880","Indiana","180","Warren","1710","Warren","22","1710",11497,175905,36318,6331472,149665,926334
"G1801730","1880","Indiana","180","Warrick","1730","Warrick","22","1730",20162,144940,68135,4085683,183861,519541
"G1801750","1880","Indiana","180","Washington","1750","Washington","22","1750",18955,196175,126273,5001807,150812,728034
"G1801770","1880","Indiana","180","Wayne","1770","Wayne","22","1770",38613,188063,56695,13369418,349190,1285840
"G1801790","1880","Indiana","180","Wells","1790","Wells","22","1790",18442,126835,88232,6678984,241921,806473
"G1801810","1880","Indiana","180","White","1810","White","22","1810",13795,177003,46516,4751166,183304,913497
"G1801830","1880","Indiana","180","Whitley","1830","Whitley","22","1830",16941,119520,84259,7996541,248398,772563
"G1900010","1880","Iowa","190","Adair","0010","Adair","31","10",11667,178712,31546,4009968,250232,931939
"G1900030","1880","Iowa","190","Adams","0030","Adams","31","30",11888,149892,35991,3937766,222940,1024134
"G1900050","1880","Iowa","190","Allamakee","0050","Allamakee","31","50",19791,200486,145309,5836445,334126,939142
"G1900070","1880","Iowa","190","Appanoose","0070","Appanoose","31","70",16636,216254,78432,4914375,259519,1186644
"G1900090","1880","Iowa","190","Audubon","0090","Audubon","31","90",7448,94723,36587,2418655,183951,642971
"G1900110","1880","Iowa","190","Benton","0110","Benton","31","110",24888,404527,34320,11336906,554708,2188819
"G1900130","1880","Iowa","190","Black Hawk","0130","Black Hawk","31","130",23913,313193,31007,8240217,416492,1734181
"G1900150","1880","Iowa","190","Boone","0150","Boone","31","150",20838,251269,41306,6144804,386929,1455078
"G1900170","1880","Iowa","190","Bremer","0170","Bremer","31","170",14081,212565,34526,5297509,297847,1192422
"G1900190","1880","Iowa","190","Buchanan","0190","Buchanan","31","190",18546,289655,37682,6626150,312707,1616396
"G1900210","1880","Iowa","190","Buena Vista","0210","Buena Vista","31","210",7537,115813,36382,2211568,185144,689233
"G1900230","1880","Iowa","190","Butler","0230","Butler","31","230",14293,258735,32093,5683738,365766,1260003
"G1900250","1880","Iowa","190","Calhoun","0250","Calhoun","31","250",5595,62828,41424,1369092,135251,584071
"G1900270","1880","Iowa","190","Carroll","0270","Carroll","31","270",12351,184112,40389,4223458,323329,989223
"G1900290","1880","Iowa","190","Cass","0290","Cass","31","290",16943,227987,47671,6004431,360477,1299077
"G1900310","1880","Iowa","190","Cedar","0310","Cedar","31","310",18936,301056,37492,11824792,424272,2376075
"G1900330","1880","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",11461,169206,45763,3851548,317051,810334
