GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003
"G2000610","1890","Kansas","200","Geary","0610","Geary","32","610",10423,121622,68885,3630820,108970,828440
"G2000630","1890","Kansas","200","Gove","0630","Gove","32","630",2994,58035,87235,830600,41170,331480
"G2000650","1890","Kansas","200","Graham","0650","Graham","32","650",5029,182268,78170,2113390,88720,504420
"G2000670","1890","Kansas","200","Grant","0670","Grant","32","670",1308,31202,39590,389530,19870,169350
"G2000690","1890","Kansas","200","Gray","0690","Gray","32","690",2415,34421,74455,640840,28200,179505
"G2000710","1890","Kansas","200","Greeley","0710","Greeley","32","710",1264,30766,24842,254420,22040,76370
"G2000730","1890","Kansas","200","Greenwood","0730","Greenwood","32","730",16309,322212,171880,8477460,216960,2976480
"G2000750","1890","Kansas","200","Hamilton","0750","Hamilton","32","750",2027,29592,38076,415760,17270,148320
"G2000770","1890","Kansas","200","Harper","0770","Harper","32","770",13266,309113,100016,6584820,232930,1294190
"G2000790","1890","Kansas","200","Harvey","0790","Harvey","32","790",17601,274500,19768,7540690,270540,1304530
"G2000810","1890","Kansas","200","Haskell","0810","Haskell","32","810",1077,15023,30108,204950,16530,69860
"G2000830","1890","Kansas","200","Hodgeman","0830","Hodgeman","32","830",2395,41562,101745,950180,44130,312580
"G2000850","1890","Kansas","200","Jackson","0850","Jackson","32","850",14626,250345,50696,7749785,227730,1810075
"G2000870","1890","Kansas","200","Jefferson","0870","Jefferson","32","870",16620,258814,53334,8451980,235810,1714070
"G2000890","1890","Kansas","200","Jewell","0890","Jewell","32","890",19349,474667,42151,8997380,379130,2588480
"G2000910","1890","Kansas","200","Johnson","0910","Johnson","32","910",17385,235016,43881,11194820,246740,1620690
"G2000930","1890","Kansas","200","Kearny","0930","Kearny","32","930",1571,15947,53435,517890,21940,128660
"G2000950","1890","Kansas","200","Kingman","0950","Kingman","32","950",11823,214193,97567,4499840,172090,1049240
"G2000970","1890","Kansas","200","Kiowa","0970","Kiowa","32","970",2873,80807,42578,1164750,38580,325970
"G2000990","1890","Kansas","200","Labette","0990","Labette","32","990",27586,321598,61396,8113920,284080,1611230
"G2001010","1890","Kansas","200","Lane","1010","Lane","32","1010",2060,44139,78000,592980,32480,202180
"G2001030","1890","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",38485,199703,54497,8504290,222810,1363295
"G2001050","1890","Kansas","200","Lincoln","1050","Lincoln","32","1050",9709,288410,42541,4381660,167530,1092710
"G2001070","1890","Kansas","200","Linn","1070","Linn","32","1070",17215,270494,47321,6674910,243580,1577090
"G2001090","1890","Kansas","200","Logan","1090","Logan","32","1090",3384,76836,96238,1158530,67020,339990
"G2001110","1890","Kansas","200","Lyon","1110","Lyon","32","1110",23196,329527,91639,9006510,239630,2436170
"G2001130","1890","Kansas","200","McPherson","1130","Mcpherson","32","1130",21614,454818,55022,10787280,386940,2185740
"G2001150","1890","Kansas","200","Marion","1150","Marion","32","1150",20539,352600,65238,8999510,363480,2018520
"G2001170","1890","Kansas","200","Marshall","1170","Marshall","32","1170",23912,413725,86688,11603900,432100,2657960
"G2001190","1890","Kansas","200","Meade","1190","Meade","32","1190",2542,54202,71962,727050,31320,239690
"G2001210","1890","Kansas","200","Miami","1210","Miami","32","1210",19614,270089,69809,9487400,229020,1903775
"G2001230","1890","Kansas","200","Mitchell","1230","Mitchell","32","1230",15037,302060,76519,6330110,215760,1613170
"G2001250","1890","Kansas","200","Montgomery","1250","Montgomery","32","1250",23104,279778,58450,7140200,230250,1344710
"G2001270","1890","Kansas","200","Morris","1270","Morris","32","1270",11381,227379,89549,6322880,192820,1413145
"G2001290","1890","Kansas","200","Morton","1290","Morton","32","1290",724,19716,25853,248690,16200,70720
"G2001310","1890","Kansas","200","Nemaha","1310","Nemaha","32","1310",19249,300956,81851,10228300,308570,2404505
"G2001330","1890","Kansas","200","Neosho","1330","Neosho","32","1330",18561,260879,54239,6343880,224830,1287125
"G2001350","1890","Kansas","200","Ness","1350","Ness","32","1350",4944,153599,105380,1875820,84320,516570
"G2001370","1890","Kansas","200","Norton","1370","Norton","32","1370",10617,212945,137378,3331030,168220,1074360
"G2001390","1890","Kansas","200","Osage","1390","Osage","32","1390",25062,306756,99223,9252660,282630,2280090
"G2001410","1890","Kansas","200","Osborne","1410","Osborne","32","1410",12083,329271,113027,4996040,186540,1258870
"G2001430","1890","Kansas","200","Ottawa","1430","Ottawa","32","1430",12581,321198,59062,6913666,225320,1645940
"G2001450","1890","Kansas","200","Pawnee","1450","Pawnee","32","1450",5204,134577,28223,1913780,78340,433490
"G2001470","1890","Kansas","200","Phillips","1470","Phillips","32","1470",13661,264275,133935,4503620,208460,1358420
"G2001490","1890","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",17722,305328,166373,9034850,260880,2501320
"G2001510","1890","Kansas","200","Pratt","1510","Pratt","32","1510",8118,190303,58969,2815890,144640,646330
"G2001530","1890","Kansas","200","Rawlins","1530","Rawlins","32","1530",6756,150708,151287,1972990,159500,638190
"G2001550","1890","Kansas","200","Reno","1550","Reno","32","1550",27079,487793,98732,10868520,348520,2291090
"G2001570","1890","Kansas","200","Republic","1570","Republic","32","1570",19002,349739,61285,8887460,324230,2086680
"G2001590","1890","Kansas","200","Rice","1590","Rice","32","1590",14451,297217,53925,7109490,255920,1321960
"G2001610","1890","Kansas","200","Riley","1610","Riley","32","1610",13183,235786,81415,6489920,221000,1547830
"G2001630","1890","Kansas","200","Rooks","1630","Rooks","32","1630",8018,170404,106349,2433000,123790,722460
"G2001650","1890","Kansas","200","Rush","1650","Rush","32","1650",5204,144731,76242,2086810,106640,493290
"G2001670","1890","Kansas","200","Russell","1670","Russell","32","1670",7333,186014,105650,3193970,145070,871940
"G2001690","1890","Kansas","200","Saline","1690","Saline","32","1690",17442,291448,79542,8727620,318050,1504970
"G2001710","1890","Kansas","200","Scott","1710","Scott","32","1710",1262,22037,42076,267470,17960,166620
"G2001730","1890","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",43626,484031,39963,15395430,417010,2560850
"G2001750","1890","Kansas","200","Seward","1750","Seward","32","1750",1503,12295,38695,355250,18130,101990
"G2001770","1890","Kansas","200","Shawnee","1770","Shawnee","32","1770",49172,233426,61042,12658740,260650,1747990
"G2001790","1890","Kansas","200","Sheridan","1790","Sheridan","32","1790",3733,74612,107837,1110460,59760,393890
"G2001810","1890","Kansas","200","Sherman","1810","Sherman","32","1810",5261,111469,134350,1449100,94200,396670
"G2001830","1890","Kansas","200","Smith","1830","Smith","32","1830",15613,378558,110772,6461670,256250,2297750
"G2001850","1890","Kansas","200","Stafford","1850","Stafford","32","1850",8520,213813,78293,3047730,131200,783610
"G2001870","1890","Kansas","200","Stanton","1870","Stanton","32","1870",1031,21572,29395,275300,14990,82360
"G2001890","1890","Kansas","200","Stevens","1890","Stevens","32","1890",1418,25429,43899,329100,27950,83950
"G2001910","1890","Kansas","200","Sumner","1910","Sumner","32","1910",30271,540095,75880,13076016,506680,2774579
"G2001930","1890","Kansas","200","Thomas","1930","Thomas","32","1930",5538,112427,160085,1513600,92690,499110
"G2001950","1890","Kansas","200","Trego","1950","Trego","32","1950",2535,49862,76348,924280,43370,297680
"G2001970","1890","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",11720,174052,202625,7093060,222460,1814820
"G2001990","1890","Kansas","200","Wallace","1990","Wallace","32","1990",2468,25326,74153,623520,38930,247770
"G2002010","1890","Kansas","200","Washington","2010","Washington","32","2010",22894,415135,67760,10232670,387040,2356460
"G2002030","1890","Kansas","200","Wichita","2030","Wichita","32","2030",1827,36755,53473,378170,21150,127050
"G2002050","1890","Kansas","200","Wilson","2050","Wilson","32","2050",15286,246989,66083,6188730,215870,1267840
"G2002070","1890","Kansas","200","Woodson","2070","Woodson","32","2070",9021,127009,110393,3879170,137460,969420
"G2002090","1890","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",54407,49403,15219,7629270,69160,400400
"G2100010","1890","Kentucky","210","Adair","0010","Adair","51","10",13721,115218,105973,1505320,66470,509020
"G2100030","1890","Kentucky","210","Allen","0030","Allen","51","30",13692,107203,91364,1446860,90100,613850
"G2100050","1890","Kentucky","210","Anderson","0050","Anderson","51","50",10610,88927,22290,1692400,56990,530260
"G2100070","1890","Kentucky","210","Ballard","0070","Ballard","51","70",8390,67742,56806,1398300,95690,412290
"G2100090","1890","Kentucky","210","Barren","0090","Barren","51","90",21490,174269,104380,3186300,147910,895450
"G2100110","1890","Kentucky","210","Bath","0110","Bath","51","110",12813,105537,29971,4130640,80880,713340
"G2100130","1890","Kentucky","210","Bell","0130","Bell","51","130",10312,27662,113892,1158100,15360,144450
"G2100150","1890","Kentucky","210","Boone","0150","Boone","51","150",12246,133292,15004,6773060,181000,850560
"G2100170","1890","Kentucky","210","Bourbon","0170","Bourbon","51","170",16976,161585,8370,11060480,131270,1946240
"G2100190","1890","Kentucky","210","Boyd","0190","Boyd","51","190",14033,36025,20413,794340,22820,147170
"G2100210","1890","Kentucky","210","Boyle","0210","Boyle","51","210",12948,83742,18482,4857530,107170,1028330
"G2100230","1890","Kentucky","210","Bracken","0230","Bracken","51","230",12369,119276,1578,4182350,127180,540350
"G2100250","1890","Kentucky","210","Breathitt","0250","Breathitt","51","250",8705,40638,238911,1256120,21670,241000
"G2100270","1890","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",18976,174141,153627,2842650,144420,742280
"G2100290","1890","Kentucky","210","Bullitt","0290","Bullitt","51","290",8291,80491,87198,2116370,115450,436020
"G2100310","1890","Kentucky","210","Butler","0310","Butler","51","310",13956,99291,130871,1298660,68610,470120
"G2100330","1890","Kentucky","210","Caldwell","0330","Caldwell","51","330",13186,122167,70831,1914720,104980,506850
"G2100350","1890","Kentucky","210","Calloway","0350","Calloway","51","350",14675,102430,118608,1589450,89300,513490
"G2100370","1890","Kentucky","210","Campbell","0370","Campbell","51","370",44208,76579,8911,4600480,260400,516570
"G2100390","1890","Kentucky","210","Carlisle","0390","Carlisle","51","390",7612,56272,36901,1202130,85180,331700
"G2100410","1890","Kentucky","210","Carroll","0410","Carroll","51","410",9266,62493,13178,3401430,71510,376500
"G2100430","1890","Kentucky","210","Carter","0430","Carter","51","430",17204,71772,104873,1062520,37050,338580
"G2100450","1890","Kentucky","210","Casey","0450","Casey","51","450",11848,73993,133566,1403930,60800,470740
"G2100470","1890","Kentucky","210","Christian","0470","Christian","51","470",34118,255732,160478,6476020,273020,1000030
"G2100490","1890","Kentucky","210","Clark","0490","Clark","51","490",15434,125738,20577,6979200,96240,977960
"G2100510","1890","Kentucky","210","Clay","0510","Clay","51","510",12447,69388,216674,1692130,25490,350840
"G2100530","1890","Kentucky","210","Clinton","0530","Clinton","51","530",7047,52909,52576,616420,32690,229040
"G2100550","1890","Kentucky","210","Crittenden","0550","Crittenden","51","550",13119,117682,85813,1653820,102770,560130
"G2100570","1890","Kentucky","210","Cumberland","0570","Cumberland","51","570",8452,54786,89555,936770,32800,278210
"G2100590","1890","Kentucky","210","Daviess","0590","Daviess","51","590",33120,196439,65002,5779580,237880,991630
"G2100610","1890","Kentucky","210","Edmonson","0610","Edmonson","51","610",8005,57504,96615,747880,36620,262830
"G2100630","1890","Kentucky","210","Elliott","0630","Elliott","51","630",9214,56582,97884,713750,24020,262290
"G2100650","1890","Kentucky","210","Estill","0650","Estill","51","650",10836,59092,79881,1123280,31030,357680
"G2100670","1890","Kentucky","210","Fayette","0670","Fayette","51","670",35698,159330,10362,15060830,189440,4215460
"G2100690","1890","Kentucky","210","Fleming","0690","Fleming","51","690",16078,142943,56116,4520130,127310,804540
"G2100710","1890","Kentucky","210","Floyd","0710","Floyd","51","710",11256,56078,180584,983220,22310,303170
"G2100730","1890","Kentucky","210","Franklin","0730","Franklin","51","730",21267,100746,19968,3200060,73020,724640
"G2100750","1890","Kentucky","210","Fulton","0750","Fulton","51","750",10005,56551,24280,2199260,106140,404630
"G2100770","1890","Kentucky","210","Gallatin","0770","Gallatin","51","770",4611,45876,5634,1564190,42560,251290
"G2100790","1890","Kentucky","210","Garrard","0790","Garrard","51","790",11138,106880,23698,3692410,79150,718440
"G2100810","1890","Kentucky","210","Grant","0810","Grant","51","810",12671,134485,24230,4111770,94840,707710
"G2100830","1890","Kentucky","210","Graves","0830","Graves","51","830",28534,184275,133168,3988430,200390,1068310
"G2100850","1890","Kentucky","210","Grayson","0850","Grayson","51","850",18688,137670,137360,1363020,96820,556490
"G2100870","1890","Kentucky","210","Green","0870","Green","51","870",11463,101258,59103,1289340,60660,398190
"G2100890","1890","Kentucky","210","Greenup","0890","Greenup","51","890",11911,64992,104361,1533570,49180,284730
"G2100910","1890","Kentucky","210","Hancock","0910","Hancock","51","910",9214,68529,36523,1233910,61670,308700
"G2100930","1890","Kentucky","210","Hardin","0930","Hardin","51","930",21304,213853,126898,4662490,214190,988500
"G2100950","1890","Kentucky","210","Harlan","0950","Harlan","51","950",6197,34432,177898,1253230,17270,181450
"G2100970","1890","Kentucky","210","Harrison","0970","Harrison","51","970",16914,157331,24123,5839450,107200,1027210
"G2100990","1890","Kentucky","210","Hart","0990","Hart","51","990",16439,131360,95871,2255170,84630,610630
"G2101010","1890","Kentucky","210","Henderson","1010","Henderson","51","1010",29536,182036,55564,4255520,167960,814110
"G2101030","1890","Kentucky","210","Henry","1030","Henry","51","1030",14164,148291,27351,4443620,115820,861970
"G2101050","1890","Kentucky","210","Hickman","1050","Hickman","51","1050",11637,80168,42142,2498970,140360,528430
"G2101070","1890","Kentucky","210","Hopkins","1070","Hopkins","51","1070",23505,138529,124841,2902030,113300,651660
"G2101090","1890","Kentucky","210","Jackson","1090","Jackson","51","1090",8261,46505,97454,552830,19000,259440
"G2101110","1890","Kentucky","210","Jefferson","1110","Jefferson","51","1110",188598,165716,34299,17270260,418820,1562400
"G2101130","1890","Kentucky","210","Jessamine","1130","Jessamine","51","1130",11248,88973,12685,5136400,118590,694110
"G2101150","1890","Kentucky","210","Johnson","1150","Johnson","51","1150",11027,62176,107270,880260,21110,246570
"G2101170","1890","Kentucky","210","Kenton","1170","Kenton","51","1170",54161,90512,8917,5243450,166890,536300
"G2101190","1890","Kentucky","210","Knott","1190","Knott","51","1190",5438,29863,178933,562590,7410,135960
"G2101210","1890","Kentucky","210","Knox","1210","Knox","51","1210",13762,63740,128884,1092580,38450,329940
"G2101230","1890","Kentucky","210","Larue","1230","Larue","51","1230",9433,89440,54156,1692660,76100,429710
"G2101250","1890","Kentucky","210","Laurel","1250","Laurel","51","1250",13747,67749,125956,1247710,56010,363890
"G2101270","1890","Kentucky","210","Lawrence","1270","Lawrence","51","1270",17702,95156,136934,1479380,48010,417810
"G2101290","1890","Kentucky","210","Lee","1290","Lee","51","1290",6205,20073,47430,370090,8610,109550
"G2101310","1890","Kentucky","210","Leslie","1310","Leslie","51","1310",3964,20922,127763,569920,8380,116070
"G2101330","1890","Kentucky","210","Letcher","1330","Letcher","51","1330",6920,36935,171692,684460,18290,179650
"G2101350","1890","Kentucky","210","Lewis","1350","Lewis","51","1350",14803,86954,109732,2182230,80620,435890
"G2101370","1890","Kentucky","210","Lincoln","1370","Lincoln","51","1370",15962,120131,60709,4620180,106820,947140
"G2101390","1890","Kentucky","210","Livingston","1390","Livingston","51","1390",9474,83432,69626,1261310,74130,386840
"G2101410","1890","Kentucky","210","Logan","1410","Logan","51","1410",23812,201520,113641,5155450,233810,964160
"G2101430","1890","Kentucky","210","Lyon","1430","Lyon","51","1430",7628,48225,47768,647120,42940,251530
"G2101450","1890","Kentucky","210","McCracken","1450","Mccracken","51","1450",21051,63110,40493,1243050,75040,283890
"G2101490","1890","Kentucky","210","McLean","1490","Mclean","51","1490",9887,76626,57189,1541920,97070,404990
"G2101510","1890","Kentucky","210","Madison","1510","Madison","51","1510",24348,213503,40472,7418430,138820,1585150
"G2101530","1890","Kentucky","210","Magoffin","1530","Magoffin","51","1530",9196,61012,148207,873390,20040,272320
"G2101550","1890","Kentucky","210","Marion","1550","Marion","51","1550",15648,125743,71474,3760530,103850,933240
"G2101570","1890","Kentucky","210","Marshall","1570","Marshall","51","1570",11287,82430,90950,1293440,75770,407400
"G2101590","1890","Kentucky","210","Martin","1590","Martin","51","1590",4209,12568,89585,435210,4450,87560
"G2101610","1890","Kentucky","210","Mason","1610","Mason","51","1610",20773,133099,10537,8344010,182150,845260
"G2101630","1890","Kentucky","210","Meade","1630","Meade","51","1630",9484,93803,67041,2160440,111290,428590
"G2101650","1890","Kentucky","210","Menifee","1650","Menifee","51","1650",4666,22492,87381,581820,12980,118760
"G2101670","1890","Kentucky","210","Mercer","1670","Mercer","51","1670",15034,124821,26805,4665750,111840,935120
"G2101690","1890","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",9871,90196,79925,1108270,53520,373360
"G2101710","1890","Kentucky","210","Monroe","1710","Monroe","51","1710",10989,78188,104885,1106860,51576,392395
"G2101730","1890","Kentucky","210","Montgomery","1730","Montgomery","51","1730",12367,92307,21311,4810120,58880,786370
"G2101750","1890","Kentucky","210","Morgan","1750","Morgan","51","1750",11249,76166,142029,1216320,60910,423700
"G2101770","1890","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",17955,114340,118213,1412770,98470,534870
"G2101790","1890","Kentucky","210","Nelson","1790","Nelson","51","1790",16417,155804,81415,4699360,140360,1684200
"G2101810","1890","Kentucky","210","Nicholas","1810","Nicholas","51","1810",10764,101068,8594,3465090,84150,661810
"G2101830","1890","Kentucky","210","Ohio","1830","Ohio","51","1830",22946,169821,158221,2484560,146060,817475
"G2101850","1890","Kentucky","210","Oldham","1850","Oldham","51","1850",6754,88686,21476,3154590,98580,496410
"G2101870","1890","Kentucky","210","Owen","1870","Owen","51","1870",17676,179183,35842,4568630,139960,878710
"G2101890","1890","Kentucky","210","Owsley","1890","Owsley","51","1890",5975,35883,75375,579590,45350,237820
"G2101910","1890","Kentucky","210","Pendleton","1910","Pendleton","51","1910",16346,144677,22210,3810520,132940,750380
"G2101930","1890","Kentucky","210","Perry","1930","Perry","51","1930",6331,31292,192751,672380,13740,169030
"G2101950","1890","Kentucky","210","Pike","1950","Pike","51","1950",17378,87980,408386,1725390,35220,460070
"G2101970","1890","Kentucky","210","Powell","1970","Powell","51","1970",4698,20426,45799,614890,15080,132350
"G2101990","1890","Kentucky","210","Pulaski","1990","Pulaski","51","1990",25731,154008,191850,2076000,115680,745290
"G2102010","1890","Kentucky","210","Robertson","2010","Robertson","51","2010",4684,51215,7933,1218440,33530,260680
"G2102030","1890","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",9841,66941,88018,839520,34420,313680
"G2102050","1890","Kentucky","210","Rowan","2050","Rowan","51","2050",6129,27280,93140,409060,23760,143560
"G2102070","1890","Kentucky","210","Russell","2070","Russell","51","2070",8136,58040,82579,764960,36400,282500
"G2102090","1890","Kentucky","210","Scott","2090","Scott","51","2090",16546,156069,22512,7880650,127120,1155900
"G2102110","1890","Kentucky","210","Shelby","2110","Shelby","51","2110",16521,176114,44544,8547550,195780,1150600
"G2102130","1890","Kentucky","210","Simpson","2130","Simpson","51","2130",10878,104811,39858,2790550,106780,529750
"G2102150","1890","Kentucky","210","Spencer","2150","Spencer","51","2150",6760,89091,29239,2399310,75310,427950
"G2102170","1890","Kentucky","210","Taylor","2170","Taylor","51","2170",9353,73648,63656,988650,48470,290560
"G2102190","1890","Kentucky","210","Todd","2190","Todd","51","2190",16814,149119,74835,4189400,176760,628640
"G2102210","1890","Kentucky","210","Trigg","2210","Trigg","51","2210",13902,108163,123422,1709130,84330,440800
"G2102230","1890","Kentucky","210","Trimble","2230","Trimble","51","2230",7140,66915,24883,1725600,72000,340260
"G2102250","1890","Kentucky","210","Union","2250","Union","51","2250",18229,152154,41136,5983660,217870,902980
"G2102270","1890","Kentucky","210","Warren","2270","Warren","51","2270",30158,197030,107451,5442640,180490,1310630
"G2102290","1890","Kentucky","210","Washington","2290","Washington","51","2290",13622,153274,34079,3557810,104040,884070
"G2102310","1890","Kentucky","210","Wayne","2310","Wayne","51","2310",12852,94312,165204,1391540,53590,508260
"G2102330","1890","Kentucky","210","Webster","2330","Webster","51","2330",17196,136209,61269,2786340,122010,618420
"G2102350","1890","Kentucky","210","Whitley","2350","Whitley","51","2350",17590,89185,168518,1563210,55260,452080
"G2102370","1890","Kentucky","210","Wolfe","2370","Wolfe","51","2370",7180,52804,96150,786470,25710,274990
"G2102390","1890","Kentucky","210","Woodford","2390","Woodford","51","2390",12380,97044,11528,6449050,126120,838550
"G2200010","1890","Louisiana","220","Acadia","0010","Acadia","45","10",13231,104728,70218,1507470,64880,242070
"G2200050","1890","Louisiana","220","Ascension","0050","Ascension","45","50",19545,47926,38482,1893650,206580,391440
"G2200070","1890","Louisiana","220","Assumption","0070","Assumption","45","70",19629,68271,42458,2909390,368695,403950
"G2200090","1890","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",25112,99094,69301,2226420,69380,511740
"G2200130","1890","Louisiana","220","Bienville","0130","Bienville","45","130",14108,68919,176686,1059200,54030,315170
"G2200150","1890","Louisiana","220","Bossier","0150","Bossier","45","150",20330,97883,123824,2061890,113510,413210
"G2200170","1890","Louisiana","220","Caddo","0170","Caddo","45","170",31555,118534,144014,2489200,133710,558950
"G2200190","1890","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",20176,181410,218259,1700330,84850,478630
"G2200210","1890","Louisiana","220","Caldwell","0210","Caldwell","45","210",5814,23156,82341,570930,40770,161440
"G2200230","1890","Louisiana","220","Cameron","0230","Cameron","45","230",2828,25711,40523,278790,6550,139790
"G2200235","1890","Louisiana","220","Carroll","0235","Carroll","45","235",0,,,,,
"G2200250","1890","Louisiana","220","Catahoula","0250","Catahoula","45","250",12002,45364,145496,751990,69400,276460
"G2200270","1890","Louisiana","220","Claiborne","0270","Claiborne","45","270",23312,169762,266133,2249790,108780,557710
"G2200290","1890","Louisiana","220","Concordia","0290","Concordia","45","290",14871,77161,90473,2116490,161120,475680
"G2200310","1890","Louisiana","220","De Soto","0310","De Soto","45","310",19860,127041,206467,1424570,74030,446440
"G2200330","1890","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",25922,50140,63164,1100920,91880,270620
"G2200350","1890","Louisiana","220","East Carroll","0350","East Carroll","45","350",12362,49266,67466,1491980,64010,267520
"G2200370","1890","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",17903,76264,101865,1089990,46180,321070
"G2200410","1890","Louisiana","220","Franklin","0410","Franklin","45","410",6900,54884,74746,822880,32740,222670
"G2200430","1890","Louisiana","220","Grant","0430","Grant","45","430",8270,31180,74082,578550,30060,204300
"G2200450","1890","Louisiana","220","Iberia","0450","Iberia","45","450",20997,76810,55578,2514260,248100,343060
"G2200470","1890","Louisiana","220","Iberville","0470","Iberville","45","470",21848,53475,52924,2159300,420930,377830
"G2200490","1890","Louisiana","220","Jackson","0490","Jackson","45","490",7453,39231,134071,498860,47240,210280
"G2200510","1890","Louisiana","220","Jefferson","0510","Jefferson","45","510",13221,15775,36930,787510,165810,103090
"G2200550","1890","Louisiana","220","Lafayette","0550","Lafayette","45","550",15966,103221,18963,2319670,52670,337250
"G2200570","1890","Louisiana","220","Lafourche","0570","Lafourche","45","570",22095,49974,139793,2753400,174210,282120
"G2200610","1890","Louisiana","220","Lincoln","0610","Lincoln","45","610",14753,98039,131730,1218440,70960,368050
"G2200630","1890","Louisiana","220","Livingston","0630","Livingston","45","630",5769,13277,90824,370200,28290,136800
"G2200650","1890","Louisiana","220","Madison","0650","Madison","45","650",14135,74372,133361,2663940,100960,394050
"G2200670","1890","Louisiana","220","Morehouse","0670","Morehouse","45","670",16786,72880,115811,2999470,104720,416540
"G2200690","1890","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",25836,96371,170096,2002010,114050,477350
"G2200710","1890","Louisiana","220","Orleans","0710","Orleans","45","710",242039,4186,5435,469590,26610,50720
"G2200730","1890","Louisiana","220","Ouachita","0730","Ouachita","45","730",17985,68784,93210,1871870,113370,376850
"G2200750","1890","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",12541,27536,43726,1056230,186810,247840
"G2200770","1890","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",19613,71768,101699,2129760,130310,430430
"G2200790","1890","Louisiana","220","Rapides","0790","Rapides","45","790",27642,93495,120301,1783130,113360,562200
"G2200810","1890","Louisiana","220","Red River","0810","Red River","45","810",11318,58263,90458,1328230,87180,253870
"G2200830","1890","Louisiana","220","Richland","0830","Richland","45","830",10230,40674,76307,836590,41000,233030
"G2200850","1890","Louisiana","220","Sabine","0850","Sabine","45","850",9390,39453,99312,507490,35630,198170
"G2200870","1890","Louisiana","220","St Bernard","0870","St Bernard","45","870",4326,14041,10161,557540,61720,54780
"G2200890","1890","Louisiana","220","St Charles","0890","St Charles","45","890",7737,16325,37627,1031520,200050,84830
"G2200910","1890","Louisiana","220","St Helena","0910","St Helena","45","910",8062,36658,115073,499890,22790,181170
"G2200930","1890","Louisiana","220","St James","0930","St James","45","930",15715,45723,52798,1754640,353090,229470
"G2200950","1890","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",11359,42426,32941,1918910,341450,198600
"G2200970","1890","Louisiana","220","St Landry","0970","St Landry","45","970",40250,206844,159021,4040220,182090,661110
"G2200990","1890","Louisiana","220","St Martin","0990","St Martin","45","990",14884,65625,36609,1254270,90130,205680
"G2201010","1890","Louisiana","220","St Mary","1010","St Mary","45","1010",22416,57147,60517,2456970,638450,392090
"G2201030","1890","Louisiana","220","St Tammany","1030","St Tammany","45","1030",10160,7796,86601,251120,10810,141090
"G2201050","1890","Louisiana","220","Tangipahoa","1050","Tangipahoa","45","1050",12655,33938,156580,1062000,53900,257260
"G2201070","1890","Louisiana","220","Tensas","1070","Tensas","45","1070",16647,89765,100499,2326190,153210,465490
"G2201090","1890","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",20167,42394,77586,1362960,333560,269770
"G2201110","1890","Louisiana","220","Union","1110","Union","45","1110",17304,99001,234953,927710,71810,393350
"G2201130","1890","Louisiana","220","Vermilion","1130","Vermilion","45","1130",14234,107223,161765,2210170,49900,362740
"G2201150","1890","Louisiana","220","Vernon","1150","Vernon","45","1150",5903,20354,84813,384350,25190,162320
"G2201170","1890","Louisiana","220","Washington","1170","Washington","45","1170",6700,28368,145700,579550,50810,208090
"G2201190","1890","Louisiana","220","Webster","1190","Webster","45","1190",12466,73952,114665,789710,53760,259070
"G2201210","1890","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",8363,24639,30418,953460,257710,181070
"G2201230","1890","Louisiana","220","West Carroll","1230","West Carroll","45","1230",3748,45763,65677,846510,17440,184150
"G2201250","1890","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",15062,68593,55846,1153140,72810,363300
"G2201270","1890","Louisiana","220","Winn","1270","Winn","45","1270",7082,33815,143174,426060,43310,184560
"G2300010","1890","Maine","230","Androscoggin","0010","Androscoggin","2","10",48968,147233,94429,5457870,323680,980300
"G2300030","1890","Maine","230","Aroostook","0030","Aroostook","2","30",49589,316253,406763,7518870,417780,1874320
"G2300050","1890","Maine","230","Cumberland","0050","Cumberland","2","50",90949,217464,183300,10853750,525790,1365350
"G2300070","1890","Maine","230","Franklin","0070","Franklin","2","70",17053,195807,182538,3506150,211056,943700
"G2300090","1890","Maine","230","Hancock","0090","Hancock","2","90",37312,119565,187482,4699760,222160,687990
"G2300110","1890","Maine","230","Kennebec","0110","Kennebec","2","110",57012,285498,178944,9974080,523590,1714930
"G2300130","1890","Maine","230","Knox","0130","Knox","2","130",31473,69061,81199,3556230,231940,558510
