GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,AE6001,AE6002,AE6003,AEE001,AEF001,AEF002
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte","22","910",12145,12067,78,0,1753121,135882,359319
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence","22","930",12097,12003,94,0,1658231,69808,315580
"G1800950","1850","Indiana","180","Madison","0950","Madison","22","950",12375,12361,14,0,1875335,76812,348694
"G1800970","1850","Indiana","180","Marion","0970","Marion","22","970",24103,23453,650,0,3461545,114709,360741
"G1800990","1850","Indiana","180","Marshall","0990","Marshall","22","990",5348,5346,2,0,565595,35416,101183
"G1801010","1850","Indiana","180","Martin","1010","Martin","22","1010",5941,5845,96,0,357389,22602,103430
"G1801030","1850","Indiana","180","Miami","1030","Miami","22","1030",11304,11293,11,0,2047497,67682,229064
"G1801050","1850","Indiana","180","Monroe","1050","Monroe","22","1050",11286,11259,27,0,1375679,78986,311527
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery","22","1070",18084,17941,143,0,3371179,196208,572004
"G1801090","1850","Indiana","180","Morgan","1090","Morgan","22","1090",14576,14501,75,0,1394149,101350,361250
"G1801130","1850","Indiana","180","Noble","1130","Noble","22","1130",7946,7940,6,0,1010896,50049,182296
"G1801150","1850","Indiana","180","Ohio","1150","Ohio","22","1150",5308,5271,37,0,1202507,35199,85213
"G1801170","1850","Indiana","180","Orange","1170","Orange","22","1170",10809,10558,251,0,997225,66601,233932
"G1801190","1850","Indiana","180","Owen","1190","Owen","22","1190",12106,11950,156,0,1381711,81132,298914
"G1801210","1850","Indiana","180","Parke","1210","Parke","22","1210",14968,14740,228,0,2290909,140672,432684
"G1801230","1850","Indiana","180","Perry","1230","Perry","22","1230",7268,7259,9,0,432400,20522,94927
"G1801250","1850","Indiana","180","Pike","1250","Pike","22","1250",7720,7710,10,0,388106,33569,184263
"G1801270","1850","Indiana","180","Porter","1270","Porter","22","1270",5234,5229,5,0,567590,31579,126351
"G1801290","1850","Indiana","180","Posey","1290","Posey","22","1290",12549,12451,98,0,1070819,62955,248181
"G1801310","1850","Indiana","180","Pulaski","1310","Pulaski","22","1310",2595,2595,0,0,300630,16658,61591
"G1801330","1850","Indiana","180","Putnam","1330","Putnam","22","1330",18615,18581,34,0,3027510,129401,518696
"G1801350","1850","Indiana","180","Randolph","1350","Randolph","22","1350",14725,14063,662,0,1940497,97088,320622
"G1801370","1850","Indiana","180","Ripley","1370","Ripley","22","1370",14820,14724,96,0,1578335,91059,271997
"G1801390","1850","Indiana","180","Rush","1390","Rush","22","1390",16445,16018,427,0,4323533,151104,580349
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph","22","1410",10954,10925,29,0,1440166,106408,246054
"G1801430","1850","Indiana","180","Scott","1430","Scott","22","1430",5885,5870,15,0,648108,46656,157914
"G1801450","1850","Indiana","180","Shelby","1450","Shelby","22","1450",15502,15483,19,0,2685781,113242,423222
"G1801470","1850","Indiana","180","Spencer","1470","Spencer","22","1470",8616,8602,14,0,809939,43732,175560
"G1801490","1850","Indiana","180","Starke","1490","Starke","22","1490",557,557,0,0,33485,3284,9484
"G1801510","1850","Indiana","180","Steuben","1510","Steuben","22","1510",6104,6102,2,0,732879,39635,131309
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan","22","1530",10141,10103,38,0,727335,67036,288616
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland","22","1550",12932,12866,66,0,1850080,70551,197950
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",19377,19216,161,0,3899280,136047,532117
"G1801590","1850","Indiana","180","Tipton","1590","Tipton","22","1590",3532,3525,7,0,408310,20711,75878
"G1801610","1850","Indiana","180","Union","1610","Union","22","1610",6944,6906,38,0,1955000,57816,225418
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",11414,11187,227,0,899785,37761,124776
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion","22","1650",8661,8643,18,0,1327874,69573,241135
"G1801670","1850","Indiana","180","Vigo","1670","Vigo","22","1670",15289,14541,748,0,2015962,120687,360653
"G1801690","1850","Indiana","180","Wabash","1690","Wabash","22","1690",12138,12124,14,0,1977112,73889,222600
"G1801710","1850","Indiana","180","Warren","1710","Warren","22","1710",7387,7378,9,0,1424224,105385,329729
"G1801730","1850","Indiana","180","Warrick","1730","Warrick","22","1730",8811,8782,29,0,797346,53436,184894
"G1801750","1850","Indiana","180","Washington","1750","Washington","22","1750",17040,16788,252,0,1894342,144674,395377
"G1801770","1850","Indiana","180","Wayne","1770","Wayne","22","1770",25320,24284,1036,0,5834438,204564,646762
"G1801790","1850","Indiana","180","Wells","1790","Wells","22","1790",6152,6141,11,0,858200,46021,122085
"G1801810","1850","Indiana","180","White","1810","White","22","1810",4761,4752,9,0,719024,35128,163117
"G1801830","1850","Indiana","180","Whitley","1830","Whitley","22","1830",5190,5095,95,0,586090,25397,97174
"G1900050","1850","Iowa","190","Allamakee","0050","Allamakee","31","50",777,777,0,0,4500,80,623
"G1900070","1850","Iowa","190","Appanoose","0070","Appanoose","31","70",3131,3124,7,0,77740,5565,24774
"G1900110","1850","Iowa","190","Benton","0110","Benton","31","110",672,672,0,0,44675,3759,11822
"G1900130","1850","Iowa","190","Black Hawk","0130","Black Hawk","31","130",135,135,0,0,4900,655,2544
"G1900150","1850","Iowa","190","Boone","0150","Boone","31","150",735,735,0,0,0,0,0
"G1900190","1850","Iowa","190","Buchanan","0190","Buchanan","31","190",517,517,0,0,35020,3060,8216
"G1900310","1850","Iowa","190","Cedar","0310","Cedar","31","310",3941,3939,2,0,454897,41714,110500
"G1900390","1850","Iowa","190","Clarke","0390","Clarke","31","390",79,79,0,0,0,0,0
"G1900430","1850","Iowa","190","Clayton","0430","Clayton","31","430",3873,3871,2,0,240514,18166,46136
"G1900450","1850","Iowa","190","Clinton","0450","Clinton","31","450",2822,2802,20,0,248879,26801,79570
"G1900490","1850","Iowa","190","Dallas","0490","Dallas","31","490",854,854,0,0,0,0,0
"G1900510","1850","Iowa","190","Davis","0510","Davis","31","510",7264,7257,7,0,527140,37214,147848
"G1900530","1850","Iowa","190","Decatur","0530","Decatur","31","530",965,964,1,0,15635,3442,16310
"G1900550","1850","Iowa","190","Delaware","0550","Delaware","31","550",1759,1759,0,0,150365,14608,42754
"G1900570","1850","Iowa","190","Des Moines","0570","Des Moines","31","570",12988,12963,25,0,1349808,73871,215654
"G1900610","1850","Iowa","190","Dubuque","0610","Dubuque","31","610",10841,10813,28,0,798035,60377,156480
"G1900650","1850","Iowa","190","Fayette","0650","Fayette","31","650",825,825,0,0,10080,860,2199
"G1900710","1850","Iowa","190","Fremont","0710","Fremont","31","710",1244,1244,0,0,42305,5343,39715
"G1900870","1850","Iowa","190","Henry","0870","Henry","31","870",8707,8695,12,0,1118118,76883,241874
"G1900950","1850","Iowa","190","Iowa","0950","Iowa","31","950",822,821,1,0,124485,6208,18055
"G1900970","1850","Iowa","190","Jackson","0970","Jackson","31","970",7210,7201,9,0,702646,60750,175274
"G1900990","1850","Iowa","190","Jasper","0990","Jasper","31","990",1280,1280,0,0,123591,8992,33059
"G1901010","1850","Iowa","190","Jefferson","1010","Jefferson","31","1010",9904,9903,1,0,1082878,79952,237935
"G1901030","1850","Iowa","190","Johnson","1030","Johnson","31","1030",4472,4450,22,0,464884,35620,110364
"G1901050","1850","Iowa","190","Jones","1050","Jones","31","1050",3007,3006,1,0,240290,19528,53560
"G1901070","1850","Iowa","190","Keokuk","1070","Keokuk","31","1070",4822,4822,0,0,465951,28384,103285
"G1901110","1850","Iowa","190","Lee","1110","Lee","31","1110",18861,18809,52,0,1622030,92063,310973
"G1901130","1850","Iowa","190","Linn","1130","Linn","31","1130",5444,5441,3,0,723398,42350,136310
"G1901150","1850","Iowa","190","Louisa","1150","Louisa","31","1150",4939,4923,16,0,475535,31031,120083
"G1901170","1850","Iowa","190","Lucas","1170","Lucas","31","1170",471,471,0,0,19405,3300,8085
"G1901210","1850","Iowa","190","Madison","1210","Madison","31","1210",1179,1179,0,0,41550,3358,13115
"G1901230","1850","Iowa","190","Mahaska","1230","Mahaska","31","1230",5989,5988,1,0,580693,36694,121642
"G1901250","1850","Iowa","190","Marion","1250","Marion","31","1250",5482,5453,29,0,300134,20975,85198
"G1901270","1850","Iowa","190","Marshall","1270","Marshall","31","1270",338,338,0,0,15595,2657,8275
"G1901350","1850","Iowa","190","Monroe","1350","Monroe","31","1350",2884,2884,0,0,261011,26470,72917
"G1901390","1850","Iowa","190","Muscatine","1390","Muscatine","31","1390",5731,5662,69,0,551135,44913,124470
"G1901450","1850","Iowa","190","Page","1450","Page","31","1450",551,551,0,0,17240,3265,18783
"G1901530","1850","Iowa","190","Polk","1530","Polk","31","1530",4513,4513,0,0,399476,30016,81086
"G1901550","1850","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",7828,7828,0,0,20450,4910,17730
"G1901570","1850","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",615,615,0,0,59627,5827,15897
"G1901630","1850","Iowa","190","Scott","1630","Scott","31","1630",5986,5972,14,0,524983,38717,101554
"G1901710","1850","Iowa","190","Tama","1710","Tama","31","1710",8,8,0,0,0,0,0
"G1901730","1850","Iowa","190","Taylor","1730","Taylor","31","1730",204,204,0,0,4535,672,5379
"G1901770","1850","Iowa","190","Van Buren","1770","Van Buren","31","1770",12270,12265,5,0,1402620,78672,265086
"G1901790","1850","Iowa","190","Wapello","1790","Wapello","31","1790",8471,8466,5,0,782337,59052,182448
"G1901810","1850","Iowa","190","Warren","1810","Warren","31","1810",961,961,0,0,46300,3246,12985
"G1901830","1850","Iowa","190","Washington","1830","Washington","31","1830",4957,4957,0,0,473777,31577,101716
"G1901850","1850","Iowa","190","Wayne","1850","Wayne","31","1850",340,339,1,0,8400,1272,6992
"G1901910","1850","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",546,546,0,0,0,0,0
"G2100010","1850","Kentucky","210","Adair","0010","Adair","51","10",9898,8083,108,1707,660390,40547,280749
"G2100030","1850","Kentucky","210","Allen","0030","Allen","51","30",8742,7385,43,1314,577532,34441,229231
"G2100050","1850","Kentucky","210","Anderson","0050","Anderson","51","50",6260,4948,30,1282,848029,35944,200196
"G2100070","1850","Kentucky","210","Ballard","0070","Ballard","51","70",5496,4628,26,842,369761,23230,112103
"G2100090","1850","Kentucky","210","Barren","0090","Barren","51","90",20240,15543,113,4584,1322506,89689,517656
"G2100110","1850","Kentucky","210","Bath","0110","Bath","51","110",12115,9464,116,2535,2739919,61132,505993
"G2100150","1850","Kentucky","210","Boone","0150","Boone","51","150",11185,9044,37,2104,4036145,96367,484049
"G2100170","1850","Kentucky","210","Bourbon","0170","Bourbon","51","170",14466,7155,245,7066,7786621,114829,1070421
"G2100210","1850","Kentucky","210","Boyle","0210","Boyle","51","210",9116,5375,317,3424,2356839,53390,453803
"G2100230","1850","Kentucky","210","Bracken","0230","Bracken","51","230",8903,7949,114,840,1085670,49268,189990
"G2100250","1850","Kentucky","210","Breathitt","0250","Breathitt","51","250",3785,3603,12,170,273828,5846,78127
"G2100270","1850","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",10593,8616,11,1966,877450,58289,271384
"G2100290","1850","Kentucky","210","Bullitt","0290","Bullitt","51","290",6774,5392,27,1355,1049359,47210,192630
"G2100310","1850","Kentucky","210","Butler","0310","Butler","51","310",5755,5055,19,681,336471,23014,131508
"G2100330","1850","Kentucky","210","Caldwell","0330","Caldwell","51","330",13048,9802,139,3107,1044893,65108,369815
"G2100350","1850","Kentucky","210","Calloway","0350","Calloway","51","350",8096,7088,16,992,531245,42276,217845
"G2100370","1850","Kentucky","210","Campbell","0370","Campbell","51","370",13127,12871,79,177,1562444,36592,120854
"G2100410","1850","Kentucky","210","Carroll","0410","Carroll","51","410",5526,4549,28,949,996588,26439,151174
"G2100430","1850","Kentucky","210","Carter","0430","Carter","51","430",6241,5960,24,257,438950,22746,130124
"G2100450","1850","Kentucky","210","Casey","0450","Casey","51","450",6556,5863,59,634,682902,40463,213729
"G2100470","1850","Kentucky","210","Christian","0470","Christian","51","470",19580,11290,150,8140,2417282,126486,555458
"G2100490","1850","Kentucky","210","Clark","0490","Clark","51","490",12683,7709,134,4840,4495350,68062,696385
"G2100510","1850","Kentucky","210","Clay","0510","Clay","51","510",5421,4734,172,515,310121,9981,134459
"G2100530","1850","Kentucky","210","Clinton","0530","Clinton","51","530",4889,4589,38,262,302952,15314,115510
"G2100550","1850","Kentucky","210","Crittenden","0550","Crittenden","51","550",6351,5473,30,848,445092,28990,160406
"G2100570","1850","Kentucky","210","Cumberland","0570","Cumberland","51","570",7005,5476,44,1485,632946,28533,210271
"G2100590","1850","Kentucky","210","Daviess","0590","Daviess","51","590",12362,9419,54,2889,1882230,82827,306988
"G2100610","1850","Kentucky","210","Edmonson","0610","Edmonson","51","610",4088,3748,15,325,273684,16871,93520
"G2100650","1850","Kentucky","210","Estill","0650","Estill","51","650",5985,5568,6,411,477452,16102,138315
"G2100670","1850","Kentucky","210","Fayette","0670","Fayette","51","670",22735,11178,668,10889,9524954,173231,1133468
"G2100690","1850","Kentucky","210","Fleming","0690","Fleming","51","690",13914,11617,158,2139,2593971,93515,482159
"G2100710","1850","Kentucky","210","Floyd","0710","Floyd","51","710",5714,5503,62,149,295495,6382,93720
"G2100730","1850","Kentucky","210","Franklin","0730","Franklin","51","730",12462,8740,357,3365,1740210,64078,305838
"G2100750","1850","Kentucky","210","Fulton","0750","Fulton","51","750",4446,3499,4,943,389055,19408,104496
"G2100770","1850","Kentucky","210","Gallatin","0770","Gallatin","51","770",5137,4399,34,704,809264,22748,127345
"G2100790","1850","Kentucky","210","Garrard","0790","Garrard","51","790",10237,7029,32,3176,2441720,60879,540613
"G2100810","1850","Kentucky","210","Grant","0810","Grant","51","810",6531,5993,6,532,1201640,39858,197578
"G2100830","1850","Kentucky","210","Graves","0830","Graves","51","830",11397,9950,8,1439,771845,62751,299203
"G2100850","1850","Kentucky","210","Grayson","0850","Grayson","51","850",6837,6507,10,320,321725,29555,164917
"G2100870","1850","Kentucky","210","Green","0870","Green","51","870",9060,6335,117,2608,795015,37080,237412
"G2100890","1850","Kentucky","210","Greenup","0890","Greenup","51","890",9654,8992,56,606,740601,24605,126596
"G2100910","1850","Kentucky","210","Hancock","0910","Hancock","51","910",3853,3216,15,622,455308,28525,91087
"G2100930","1850","Kentucky","210","Hardin","0930","Hardin","51","930",14525,12023,43,2459,1558244,122440,454056
"G2100950","1850","Kentucky","210","Harlan","0950","Harlan","51","950",4268,4108,37,123,297947,5457,107093
"G2100970","1850","Kentucky","210","Harrison","0970","Harrison","51","970",13064,9733,146,3185,3420627,109984,639713
"G2100990","1850","Kentucky","210","Hart","0990","Hart","51","990",9093,7739,53,1301,626926,41532,202186
"G2101010","1850","Kentucky","210","Henderson","1010","Henderson","51","1010",12171,7651,123,4397,2014355,76667,338460
"G2101030","1850","Kentucky","210","Henry","1030","Henry","51","1030",11442,8375,54,3013,2687743,75309,444948
"G2101050","1850","Kentucky","210","Hickman","1050","Hickman","51","1050",4791,3932,18,841,379405,21705,130081
"G2101070","1850","Kentucky","210","Hopkins","1070","Hopkins","51","1070",12441,10199,50,2192,976498,54764,368249
"G2101110","1850","Kentucky","210","Jefferson","1110","Jefferson","51","1110",59831,47283,1637,10911,5393981,128562,405362
"G2101130","1850","Kentucky","210","Jessamine","1130","Jessamine","51","1130",10249,6256,168,3825,3287120,69356,498050
"G2101150","1850","Kentucky","210","Johnson","1150","Johnson","51","1150",3873,3843,0,30,253927,7357,87230
"G2101170","1850","Kentucky","210","Kenton","1170","Kenton","51","1170",17038,16117,91,830,2426710,41660,156519
"G2101210","1850","Kentucky","210","Knox","1210","Knox","51","1210",7050,6238,200,612,419626,20113,153307
"G2101230","1850","Kentucky","210","Larue","1230","Larue","51","1230",5859,5177,10,672,510300,36368,145897
"G2101250","1850","Kentucky","210","Laurel","1250","Laurel","51","1250",4145,3947,6,192,261468,16101,99290
"G2101270","1850","Kentucky","210","Lawrence","1270","Lawrence","51","1270",6281,6142,2,137,447796,11015,140056
"G2101330","1850","Kentucky","210","Letcher","1330","Letcher","51","1330",2512,2440,10,62,151618,6570,59558
"G2101350","1850","Kentucky","210","Lewis","1350","Lewis","51","1350",7202,6872,8,322,816528,42723,151691
"G2101370","1850","Kentucky","210","Lincoln","1370","Lincoln","51","1370",10093,6634,104,3355,2285321,49620,505433
"G2101390","1850","Kentucky","210","Livingston","1390","Livingston","51","1390",6578,5401,59,1118,492276,23259,133326
"G2101410","1850","Kentucky","210","Logan","1410","Logan","51","1410",16581,10750,364,5467,1857252,114515,457176
"G2101450","1850","Kentucky","210","McCracken","1450","Mccracken","51","1450",6067,5237,22,808,309851,21371,74581
"G2101510","1850","Kentucky","210","Madison","1510","Madison","51","1510",15727,10269,65,5393,4698009,87121,797367
"G2101550","1850","Kentucky","210","Marion","1550","Marion","51","1550",11765,8598,81,3086,2542902,86377,525773
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall","51","1570",5269,5000,20,249,200593,19367,81823
"G2101610","1850","Kentucky","210","Mason","1610","Mason","51","1610",18344,13674,386,4284,4804154,115348,508427
"G2101630","1850","Kentucky","210","Meade","1630","Meade","51","1630",7393,5799,21,1573,634378,37702,143855
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer","51","1670",14067,10471,336,3260,3021391,91871,627086
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe","51","1710",7756,6902,23,831,448494,32176,192070
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery","51","1730",9903,6666,164,3073,2994255,65259,594114
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan","51","1750",7620,7395,38,187,524225,15549,138007
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",9809,8250,37,1522,716694,48383,245263
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson","51","1790",14789,9543,116,5130,2858553,120482,422920
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas","51","1810",10361,8682,166,1513,2108677,63310,421152
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio","51","1830",9749,8568,49,1132,829147,50057,272107
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham","51","1850",7629,5156,49,2424,1572031,60930,224620
"G2101870","1850","Kentucky","210","Owen","1870","Owen","51","1870",10444,8882,48,1514,1748243,53433,302383
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley","51","1890",3774,3616,22,136,358907,10241,74414
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton","51","1910",6774,6230,35,509,999910,45065,179502
"G2101930","1850","Kentucky","210","Perry","1930","Perry","51","1930",3092,2972,3,117,223305,9958,86557
"G2101950","1850","Kentucky","210","Pike","1950","Pike","51","1950",5365,5250,17,98,368880,9903,113955
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski","51","1990",14195,12861,27,1307,1099541,49171,359252
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",4697,4289,33,375,277727,14827,93726
"G2102070","1850","Kentucky","210","Russell","2070","Russell","51","2070",5349,4901,13,435,356512,19528,147696
"G2102090","1850","Kentucky","210","Scott","2090","Scott","51","2090",14946,8891,219,5836,4886877,91698,653245
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby","51","2110",17095,10289,189,6617,5942763,151251,753144
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson","51","2130",7733,5756,42,1935,707210,47539,251954
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer","51","2150",6842,4659,32,2151,1917535,69133,301132
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor","51","2170",7250,5462,148,1640,527282,30856,183397
"G2102190","1850","Kentucky","210","Todd","2190","Todd","51","2190",12268,7361,97,4810,1395157,100983,392333
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg","51","2210",10129,7252,80,2797,702295,42299,259478
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble","51","2230",5963,4993,29,941,963197,32849,156472
"G2102250","1850","Kentucky","210","Union","2250","Union","51","2250",9012,6704,16,2292,1142307,62282,255310
"G2102270","1850","Kentucky","210","Warren","2270","Warren","51","2270",15123,10597,209,4317,1759540,84711,450406
"G2102290","1850","Kentucky","210","Washington","2290","Washington","51","2290",12194,9086,63,3045,2176912,76002,445719
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne","51","2310",8692,7855,7,830,872300,48215,305196
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley","51","2350",7447,7222,24,201,506470,25003,211281
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford","51","2390",12423,5878,169,6376,4363917,81109,500913
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension","45","50",10752,3340,146,7266,6335270,786425,274919
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption","45","70",10538,5170,27,5341,5632580,367745,228576
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",9326,4059,106,5161,1109840,299399,232713
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville","45","130",5539,3623,21,1895,271252,29986,114239
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier","45","150",6962,2507,0,4455,770883,37600,194874
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo","45","170",8884,3634,42,5208,957109,52812,237660
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",3914,2718,239,957,127216,30107,526045
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell","45","210",2815,1584,0,1231,211867,40719,74820
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll","45","235",8789,2336,10,6443,2712882,206747,252982
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula","45","250",7132,3585,19,3528,754406,78370,220618
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne","45","270",7471,4949,0,2522,424670,35903,208593
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia","45","290",7758,823,1,6934,2659845,130985,188624
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto","45","310",8023,3549,24,4450,705400,68370,191409
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",11977,5347,279,6351,2088891,369995,290751
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",13598,4060,24,9514,1509337,218461,331424
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin","45","410",3251,1664,14,1573,337401,38591,111896
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville","45","470",12278,3568,104,8606,4460650,667750,354410
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson","45","490",5566,3406,2,2158,304743,31618,115450
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson","45","510",25093,18046,851,6196,1532936,288992,171796
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette","45","550",6720,3390,160,3170,322806,90624,326519
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche","45","570",9532,5142,22,4368,2125070,354304,287805
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston","45","630",3385,2524,19,842,217430,29378,115556
"G2200650","1850","Louisiana","220","Madison","0650","Madison","45","650",8773,1416,4,7353,2666046,258553,237500
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse","45","670",3913,1877,30,2006,316375,52330,131760
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",14228,5466,881,7881,1400731,288904,375036
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans","45","710",119460,91431,9961,18068,453200,126000,366628
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita","45","730",5008,2292,8,2708,601690,93595,140745
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",7390,2221,390,4779,4587835,1081315,190488
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",11339,2968,560,7811,2208130,339647,210831
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides","45","790",16561,5037,184,11340,2742040,460195,327805
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine","45","850",4515,3347,0,1168,216738,46185,154632
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard","45","870",3802,1406,73,2323,958650,252393,90911
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles","45","890",5120,867,121,4132,1801950,560050,187760
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena","45","910",4561,2354,11,2196,273340,37429,149402
"G2200930","1850","Louisiana","220","St James","0930","St James","45","930",11098,3285,62,7751,2505235,590920,206380
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",7317,2586,191,4540,1703500,663800,205450
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry","45","970",22253,10140,1242,10871,1888950,295798,825680
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin","45","990",11761,4743,529,6489,1430147,204980,397121
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary","45","1010",13697,3423,424,9850,4157500,553420,324150
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany","45","1030",6364,3642,359,2363,149190,8699,106343
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas","45","1070",9040,900,2,8138,2432734,250783,250232
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",7724,3305,91,4328,2015145,382794,118170
"G2201110","1850","Louisiana","220","Union","1110","Union","45","1110",8203,4778,0,3425,477950,44362,241234
"G2201130","1850","Louisiana","220","Vermilion","1130","Vermillion","45","1130",3409,2328,14,1067,110905,34073,213287
"G2201170","1850","Louisiana","220","Washington","1170","Washington","45","1170",3408,2367,4,1037,106640,21335,125642
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",6270,1815,105,4350,1940300,350825,147030
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",13245,2473,106,10666,3096993,323672,376379
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook","2","30",12529,12523,6,0,814526,46817,248763
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland","2","50",79538,78939,599,0,8304058,258510,1148638
"G2300070","1850","Maine","230","Franklin","0070","Franklin","2","70",20027,20008,19,0,2313279,132053,639488
"G2300090","1850","Maine","230","Hancock","0090","Hancock","2","90",34372,34343,29,0,1858817,85360,338116
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec","2","110",62521,62382,139,0,7110252,299571,1188360
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln","2","150",74875,74603,272,0,6311672,247265,948608
"G2300170","1850","Maine","230","Oxford","0170","Oxford","2","170",39763,39758,5,0,4498116,189406,995380
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot","2","190",63089,63022,67,0,3978338,222812,783024
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis","2","210",14735,14732,3,0,1319405,81885,305434
"G2300250","1850","Maine","230","Somerset","0250","Somerset","2","250",35581,35567,14,0,3765994,206355,921385
"G2300270","1850","Maine","230","Waldo","0270","Waldo","2","270",47230,47191,39,0,4488326,203931,828867
"G2300290","1850","Maine","230","Washington","0290","Washington","2","290",38811,38683,128,0,1749097,72817,327069
"G2300310","1850","Maine","230","York","0310","York","2","310",60098,60062,36,0,8349868,237775,1032594
"G2400010","1850","Maryland","240","Allegany","0010","Allegany","52","10",22769,21633,412,724,2519858,60368,270070
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",32393,16542,4602,11249,6723374,212984,589515
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore","52","50",210646,174853,29075,6718,10242218,316013,655743
